,title,release_date,snippet,teaser_text,teaser_title,href
81,Der Erste seiner Art,2020-11-30T05:18:43Z,", indem sie eine Schutzschicht um die fragilen Erbgutmoleküle bauen, die sie in die Zelle transportiert. Diesen Weg haben die Unternehmen Moderna und <em>BioNTech</em> gewählt, die ihre Impfstoffe besonders schnell",Nie zuvor ist ein mRNA-Impfstoff zugelassen worden. Gegen Corona könnte es bald soweit sein. Wie sicher ist die Impfung und welche Nebenwirkungen sind zu erwarten?,Der Erste seiner Art,http://www.zeit.de/wissen/gesundheit/2020-11/impfstoffentwicklung-corona-impfstoff-erbgut-klinische-phasen-forschung
82,"Was die Impfung kann, die Deutschland bekommen soll",2020-12-12T04:01:11Z," einer allein.
Die Arzneimittelprüfer der Ema sichten und bewerten derzeit die Daten aus den Studien, in denen die Firmen <em>BioNTech</em> und Pfizer den Impfstoff namens BNT162b2 erprobt hatten. Die Expertinnen",Am 21. Dezember könnte Europa die erste Corona-Impfung zulassen. Dann kann in Deutschland geimpft werden. Wie gut schützt die Impfung und welche Nebenwirkungen gibt es?,"Was die Impfung kann, die Deutschland bekommen soll",http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfstoff-biontech-usa-wirksamkeit-nebenwirkungen-europa-faq
83,Erster Impfstoff erhält Notfallzulassung in den USA,2020-12-12T02:40:35Z,In den USA ist erstmals ein Coronavirus-Impfstoff zugelassen worden. Die US-Arzneimittelbehörde FDA erteilte dem Impfstoff des Mainzer Biotechunternehmens <em>BioNTech</em> und seines Partners Pfizer eine,Die US-Arzneimittelbehörde FDA lässt den Impfstoff des Mainzer Unternehmens BioNTech und seines Partners Pfizer zu. Donald Trump spricht von einem medizinischen Wunder.,Erster Impfstoff erhält Notfallzulassung in den USA,http://www.zeit.de/wissen/gesundheit/2020-12/usa-erteilen-notfallzulassung-fuer-coronavirus-impfstoff
84,Herr Schmallenbach will das Ende der Pandemie einläuten,2020-12-11T16:15:09Z," entscheidende Sache aber fehlt noch: der Impfstoff. Während die Britinnen und Briten schon mit dem Impfen begonnen haben, ist hierzulande noch unklar, wann der Stoff aus dem Hause <em>BioNtech</em>/Pfizer eingesetzt","Der Gesundheitsdezernent von Gummersbach organisiert im alten Karstadt-Gebäude die Covid-Impfungen. Sein Job steht exemplarisch für das, was nun auf Deutschland zukommt.",Herr Schmallenbach will das Ende der Pandemie einläuten,http://www.zeit.de/gesellschaft/2020-12/corona-impfzentrum-gummersbach-pandemie-impfstoff-biontech
85,Expertenstab der US-Arzneimittelbehörde empfiehlt BioNTech-Zulassung,2020-12-10T22:48:20Z,Der Corona-Impfstoff des Mainzer Unternehmens <em>BioNTech</em> und seines US-Partners Pfizer steht nun auch in den USA kurz vor der Zulassung. Ein Expertengremium der US-Arzneimittelbehörde FDA stimmte,Der Corona-Impfstoff des Mainzer Unternehmens BioNTech und des US-Pharmakonzerns Pfizer steht auch in den USA kurz vor der Notzulassung. Spitzenberater stimmten dafür.,Expertenstab der US-Arzneimittelbehörde empfiehlt BioNTech-Zulassung,http://www.zeit.de/wissen/gesundheit/2020-12/beratergremium-der-us-arzneimittelbehoerde-empfiehlt-biontech-zulassung
86,Ist langfristiges Retten von Leben wichtiger als kurzfristiges?,2020-12-10T10:53:51Z,Diese Woche hat in Großbritannien die Massenimpfung mit dem größtenteils in Deutschland produzierten Covid-19-Impfstoff von <em>BioNTech</em>/Pfizer begonnen. Doch in Amsterdam sagte der Impfstrategiechef der,In Großbritannien hat die Corona-Impfung begonnen. Doch die Europäische Arzneimittelbehörde will den Impfstoff noch länger prüfen. Ist das die richtige Strategie?,Ist langfristiges Retten von Leben wichtiger als kurzfristiges?,http://www.zeit.de/politik/2020-12/corona-impfungen-europa-impfstoff-strategie-zulassung-ema
87,Hacker greifen Daten über Pfizer-BioNTech-Impfstoff ab,2020-12-10T07:31:18Z,Bei einer Cyberattacke auf die Europäische Arzneimittelbehörde Ema in Amsterdam sind unter anderem Daten der Pharmaunternehmen Pfizer und <em>BioNTech</em> abgegriffen worden. Das teilten die beiden,"Die Europäische Arzneimittelbehörde ist von Hackern angegriffen worden. ""Einige Dokumente"" in Bezug auf den Corona-Impfstoff sind laut Pfizer und BioNTech betroffen.",Hacker greifen Daten über Pfizer-BioNTech-Impfstoff ab,http://www.zeit.de/wissen/gesundheit/2020-12/europaeische-arzneimittelbehoerde-hackerangriff-impfstoff-daten-biontech
88,Auch Kanada lässt den Impfstoff von BioNtech und Pfizer zu,2020-12-09T19:05:05Z,Nach Großbritannien und dem Königreich Bahrain hat nun auch Kanada dem Corona-Impfstoff des Mainzer Unternehmens <em>BioNtech</em> und seines US-Partners Pfizer eine Notfallzulassung erteilt. Das teilten die,"EU und USA prüfen noch – nach Kanada dürfen BioNtech und Pfizer ihren Impfstoff nun ausliefern. Die Behörden versichern, er sei ""sicher, wirksam und von guter Qualität"".",Auch Kanada lässt Impfstoff von BioNtech und Pfizer zu,http://www.zeit.de/wissen/2020-12/corona-impfung-kanada-biontech-pfizer-zulassung-impfstoff
89,Impfe und herrsche,2020-12-09T15:53:05Z," verkündete, Großbritannien habe als erstes Land der Welt den vielversprechenden Impfstoff von Pfizer und <em>BioNTech</em> zugelassen. Da man sich außerdem auch als erstes Land Impfstoffdosen gesichert habe, zunächst","Europa, die USA, China und Russland wetteifern darum, das drängendste Problem der Welt zu lösen und damit ihren Einfluss auszubauen. Wessen Strategie geht auf?",Jetzt kommt die Macht aus den Reagenzgläsern,http://www.zeit.de/2020/52/corona-impfung-strategie-gesundheitssystem-europa-usa-china-russland
90,Geheimprojekt Impfung,2020-12-09T15:52:15Z," des Mainzer Unternehmens <em>BioNTech</em>. Die Transporte werden bewacht wie früher Waggons mit Gold. Damit der Stoff dort ankommt, wo man ihn benötigt, ist ein beispielloser Aufwand nötig. Dass die Temperatur","Forschende von BioNTech versuchen unter Zeitdruck, mit ihrem neu entwickelten Impfstoff die Pandemie zu besiegen. Mit einem haben sie nicht gerechnet – dem Föderalismus.",Geheimprojekt Impfung,http://www.zeit.de/2020/52/biontech-corona-impfzentren-landesregierungen-deutschland-foederalismus
91,"""Kopf gegen die Wand""",2020-12-09T15:52:09Z,", die jetzt Moderna, <em>BioNTech</em> und auch CureVac einsetzen, um uns von den Fesseln dieser Pandemie zu befreien.","Boris Palmer beantwortet den politischen Fragebogen: Der Provokateur über den ""Lockdown des Denkens"", die Tragik seines Vaters und eine gute Beleidigung für Björn Höcke","""Ich bin Teil des Problems der identitätspolitischen Spaltung""",http://www.zeit.de/2020/52/boris-palmer-gruene-corona-pandemie-afd-bjoern-hoecke
92,Britische Behörde rät starken Allergikern vorerst von Impfung ab,2020-12-09T12:13:26Z, Großbritannien dem Mainzer Pharmaunternehmen <em>BioNTech</em> und seinem US-Partner Pfizer eine Notfallzulassung für deren Vakzine erteilt. Seit dem 8. Dezember wird der Impfstoff gegen das Coronavirus flächendeckend,"Die ersten Briten haben sich gegen Sars-CoV-2 impfen lassen. Wer eine ""signifikante"" Allergiegeschichte habe, solle davon absehen, warnt die nationale Gesundheitsbehörde.",Britische Behörde rät starken Allergikern vorerst von Impfung ab,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-grossbritannien-allergie-coronavirus-impstoff
93,Lässt Boris Johnson den Deal platzen?,2020-12-08T16:02:26Z," erste Frau mit dem Corona-Impfstoff immunisiert. Dafür wurde der Impfstoff von Pfizer und <em>BioNTech</em> verwendet, der durch eine Notfallzulassung genehmigt wurde.
Außerdem im Update: In Sachsen-Anhalt hat CDU",Die Verhandlungen zwischen der EU und Großbritannien sind festgefahren. Wird es zur Einigung kommen? Außerdem im Update: Sachsen-Anhalt stoppt die Beitragserhöhung.,Lässt Boris Johnson den Deal platzen?,http://www.zeit.de/2020-12/brexit-boris-johnson-eu-verhandlungen-grossbritannien-corona-impfung-nachrichtenpodcast
94,90-jährige Britin erhält als erste Patientin BioNTech-Impfstoff,2020-12-08T13:10:55Z,Eine Woche nach der Zulassung ist in Großbritannien die erste Impfung gegen das neuartige Coronavirus mit dem Wirkstoff der Pharmaunternehmen <em>BioNTech</em> und Pfizer verabreicht worden: Die 90-jährige,"Margaret Keenan ist als erste Patientin in Großbritannien gegen das Coronavirus geimpft worden. Sie fühle sich privilegiert, sagte die 90 Jahre alte Frau.",90-jährige Britin erhält als erste Patientin BioNTech-Impfstoff,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-grossbritannien-biontech-margaret-keenan-nhs
95,Der große Impfplan,2020-12-07T10:33:21Z," <em>Biontech</em> und des US-Pharmakonzerns Pfizer in der EU empfohlen hat, kann es nun losgehen. Doch es ist eine gewaltige logistische Aufgabe, so viele Menschen zu impfen, dass das Virus wirklich zurückgedrängt",Die Impfungen gegen Corona können endlich starten. Wer kommt zuerst dran – wer muss warten? Und wo gibt es Termine? Die wichtigsten Fakten und eine Karte der Impfzentren,Der große Impfplan,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfzentrum-deutschland-aktuell-impfung-karte
96,"""Man muss die Neuinfektionen wirklich herunterdrücken""",2020-12-07T06:02:39Z," eine enorme Herausforderung was Vertrauen, Kommunikation und Logistik angeht.
ZEIT ONLINE: EU-Länder, die USA und Neuseeland haben die meisten Impfdosen, die Moderna und Pfizer/<em>BioNTech</em> im kommenden Jahr","In Asien scheint das Virus besiegt, in der EU sieht es düster aus. Wie konnte das passieren? Der Infektiologe Jeremy Farrar über falsche Strategien und Wege aus der Krise","""Man muss die Neuinfektionen wirklich herunterdrücken""",http://www.zeit.de/wissen/gesundheit/2020-12/jeremy-farrar-corona-impfung-europa-vietnam-herausforderungen
97,Der lange Weg zum Wendepunkt,2020-12-06T19:53:00Z,". Zurzeit liegen ihr Anträge von <em>BioNTech</em> und Moderna vor. Beide haben eine ganz neue Art von Vakzine entwickelt, einen sogenannten mRNA-Impfstoff. Die Arzneimittelagentur lässt sich trotz der angespannten","Noch im Dezember soll in den Hamburger Messehallen ein Impfzentrum für 7.000 Patienten täglich bereitstehen. Ob es so schnell in Betrieb gehen wird, ist fraglich.",Der lange Weg zum Wendepunkt,http://www.zeit.de/hamburg/2020-12/corona-impfung-hamburg-messehallen-peter-tschentscher
98,"Boris Johnson warnt vor neuer, hochansteckender Virusmutation",2020-12-19T18:34:06Z," seien. Großbritannien hatte vor mehr als zwei Wochen als erster Staat weltweit den <em>BioNTech</em>/Pfizer-Impfstoff zugelassen.
""Es gibt immer noch viel, das wir nicht wissen. Aber es gibt keine Beweise, dass",Eine in Großbritannien entdeckte Corona-Mutation ist laut Premier Boris Johnson um 70 Prozent ansteckender. Die Regierung hat Ausreisesperren verhängt.,"Boris Johnson warnt vor neuer, hochansteckender Virusmutation",http://www.zeit.de/wissen/gesundheit/2020-12/grossbritannien-neue-variante-mutation-lockdown-weihnachten
99,"""Wir leiden nicht nur unter dem Virus, auch unter uns selbst""",2020-12-19T16:40:01Z, Langzeitwirkung? Wie lange wird die Immunität anhalten? Auch wichtige logistische Fragen sind noch nicht geklärt: Der Impfstoff von <em>BioNTech</em>-Pfizer etwa muss bei minus 70 Grad transportiert und gelagert werden. Wir,"Als Systemberater analysiert Egon Zeimers das Pandemiemanagement. Die Politik irre mit dem Anliegen, das Virus beherrschen zu wollen, sagt er.","""Wir leiden nicht nur unter dem Virus, auch unter uns selbst""",http://www.zeit.de/politik/deutschland/2020-12/corona-politik-lockdown-analyse-systemdenker-egon-zeimers
100,Bund bestellt weitere Impfdosen für Deutschland,2020-12-19T16:26:36Z,Die Bundesregierung hat weitere Dosen des Corona-Impfstoffs für Deutschland reserviert. Von der Vakzine des Mainzer Unternehmens <em>BioNTech</em> und des US-Partners Pfizer werde Deutschland als Anteil,Insgesamt wird Deutschland 85 Millionen Dosen des BioNTech-Impfstoffs und 50 Millionen Dosen des Moderna-Vakzins erhalten. Das reicht für eine Impfquote von 80 Prozent.,Bund bestellt weitere Impfdosen für Deutschland,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfstoff-deutschland-europaeische-union-biontech-pfizer
101,"Kleines Land, große Impfkampagne",2020-12-19T15:53:50Z," Metropolregion Hamburg zusammen. Bestellt hat Israel insgesamt 24 Millionen Impfdosen, bei den Anbietern <em>BioNTech</em>-Pfizer, Moderna und AstraZeneca – genug für zwölf Millionen Immunisierungen. Bei der Zulassung hält",Israel beginnt mit der Impfung gegen das Coronavirus und will dabei schneller sein als alle anderen. Viele Bürger sind gegenüber dem Impfen aber noch zurückhaltend.,"Kleines Land, große Impfkampagne",http://www.zeit.de/gesellschaft/zeitgeschehen/2020-12/corona-impfung-israel-verteilung-strategie-impfgegner
102,Eine Frage des Vertrauens,2020-12-18T09:08:25Z," Tag. Das Gesundheitssystem ist vielerorts am Anschlag. Aber die Hoffnung wächst: Nach der Zulassung für den Impfstoff der Hersteller <em>BioNTech</em> und Pfizer wird erwartet, dass auch der zweite Impfstoff der",In den USA wird bereits gegen Corona geimpft. Doch nicht alle trauen dem Impfstoff – auch wegen eines grausamen rassistischen Experiments in der Vergangenheit.,Eine Frage des Vertrauens,http://www.zeit.de/politik/ausland/2020-12/corona-impfung-usa-impfstoff-skepsis-schwarze-rassismus-experiment-syphilis
103,Zu sechst in einem Zimmer,2020-12-18T09:00:04Z," nächste Woche erteilt werden, könnte der Impfstoff ab dem 27. Dezember verteilt werden. Von anfangs rund 400.000 Dosen soll Hamburg 15.000 Dosen bekommen. Da der Impfstoff von <em>BioNTech</em> und Pfizer zweimal","Wie sicher sind Obdachlose im Pandemie-Winter? Und: 485 neue Corona-Fälle, Impfungen ab 27. Dezember, 15.000 Dosen für Hamburg, Lage auf Intensivstationen spitzt sich zu",Zu sechst in einem Zimmer,http://www.zeit.de/hamburg/2020-12/elbvertiefung-18-12-2020
104,Studie zeigt übliche Nebenwirkungen bei BioNTech-Vakzin,2020-12-18T07:30:25Z," geht aus einer im New England Journal of Medicine veröffentlichten Studie zu den Impfstoff-Tests der Mainzer Firma <em>BioNTech</em> und des US-Pharmakonzerns Pfizer hervor.
Für die Studie wurden von Ende Juni","""Es ist halt ein bisschen unangenehm"": Nach der Corona-Impfung hatten manche Studienteilnehmer Nebenwirkungen wie Kopfschmerzen und Müdigkeit.",Studie zeigt übliche Nebenwirkungen bei BioNTech-Vakzin,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impstoff-biontech-nebenwirkungen-symptome
105,Impfkommission veröffentlicht empfohlene Rangfolge,2020-12-17T17:04:31Z," Arzneimittelbehörde Ema will am 21. Dezember über eine Zulassung des Impfstoffes der Pharmafirmen <em>BioNTech</em> und Pfizer entscheiden. Danach will der Bund den Impfstoff besorgen und verteilen, die Durchführung der","Die Ständige Impfkommission empfiehlt, die Bevölkerung für die Corona-Impfungen in sechs Prioritätsgruppen zu teilen. Lehrkräfte und Einzelhandel rangieren weiter hinten.",Impfkommission veröffentlicht empfohlene Rangfolge,http://www.zeit.de/gesellschaft/2020-12/corona-impfung-strategie-prioritaet-rki-kommission
106,Sollte Deutschland bewaffnete Drohnen kaufen?,2020-12-17T16:07:23Z," Videoschalte mit den Gründern der Firma <em>BioNTech</em> gesprochen, die den Impfstoff gegen das Coronavirus entwickelt haben. Noch muss Deutschland auf das Gutachten der Europäischen Arzneimittelbehörden Ema warten","Die Große Koalition streitet, ob die Bundeswehr bewaffnete Drohnen anschaffen sollte. Außerdem: Die Bundesregierung rechnet direkt nach Weihnachten mit ersten Impfungen.",Sollte Deutschland bewaffnete Drohnen kaufen?,http://www.zeit.de/politik/2020-12/drohnenstreit-union-spd-nachrichtenpodcast
107,Impfungen in der EU starten am 27. Dezember,2020-12-17T13:57:56Z," Staaten werde auch erst am 28. oder 29. Dezember begonnen, schrieb von der Leyen auf Twitter: ""Das ist Europas Moment."" Voraussetzung sei die Zulassung des Impfstoffs von <em>BioNTech</em> und Pfizer, erläuterte","""Das ist Europas Moment"": Nach der geplanten Zulassung des BioNTech-Impfstoffs sollen die Impfungen in der EU Ende Dezember beginnen. Das teilte die EU-Kommission mit.",Impfungen in der EU starten am 27. Dezember,http://www.zeit.de/gesellschaft/2020-12/corona-pandemie-impfung-europa-beginn-27-dezember-deutschland
108,Deutschland stellt sich hinten an,2020-12-16T16:00:09Z, Welt von Großbritannien über die USA bis Kanada impft bereits mit dem von der deutschen Firma <em>BioNTech</em> entwickelten Stoff. Weitere Länder von Mexiko bis Singapur haben ihn zugelassen. Und die,"Die USA, Großbritannien und Kanada haben große Mengen Impfstoffe bestellt. Die Bundesregierung hat dagegen beim Impfen ganz auf Europa gesetzt – und krachend verloren.",Deutschland stellt sich hinten an,http://www.zeit.de/2020/53/corona-impfungen-impfstoff-deutschland-europa-grossbritannien-usa
109,Fünf Antworten zur Impfung,2020-12-16T15:56:50Z," schwerwiegenden Gefahren gezeigt. Bei den mRNA-Vakzinen von <em>BioNTech</em>/Pfizer und Moderna entwickelten zwei Probanden über einige Tage sehr hohes Fieber, zwei andere zeigten vorübergehend Lymphknotenschwellungen",Nach Weihnachten beginnt in Europa das Impfen gegen Covid-19. Wie sicher und wirkungsvoll ist das?,"Sicherheit, Nebenwirkungen, Schutz – fünf Antworten zur Impfung",http://www.zeit.de/2020/53/corona-impfung-studien-risiken-nebenwirkungen-impfstoffe
110,Lockdown tritt bundesweit in Kraft,2020-12-16T06:27:43Z," Zulassung des <em>BioNTech</em>-Pfizer-Impfstoffs entscheiden, acht Tage früher als zunächst geplant.
Nach Angaben von Spahn stünden Deutschland bei erfolgter Zulassung im ersten Quartal kommenden Jahres elf bis 13",Bis mindestens zum 10. Januar gilt nun eine Reihe strengerer Corona-Maßnahmen. So soll die dauerhaft hohe Zahl der Neuinfektionen gesenkt werden.,Lockdown tritt bundesweit in Kraft,http://www.zeit.de/politik/deutschland/2020-12/coronavirus-harter-lockdown-neuinfektionen-todesfaelle-impfstoff
111,Weltärztepräsident rechnet mit längerem Lockdown,2020-12-16T02:37:42Z,""", sagte er. Die europäische Arzneimittelagentur (EMA) hatte angekündigt, bereits am 21. Dezember über die Zulassung des Impfstoffs der Mainzer Firma <em>BioNTech</em> und des US-Konzerns Pfizer zu entscheiden – acht","Das Land dürfe nach dem strengen Lockdown nur ""langsam wieder auftauen"", sagt Frank Ulrich Montgomery. Sonst bestehe die Gefahr einer noch größeren Pandemiewelle.",Weltärztepräsident rechnet mit längerem Lockdown,http://www.zeit.de/wissen/gesundheit/2020-12/coronavirus-frank-ulrich-montgomery-lockdown-fortsetzung-januar
112,Zweiter Impfstoff steht in den USA offenbar kurz vor der Zulassung,2020-12-15T17:55:53Z," in den USA zugelassene Impfstoff von Pfizer und <em>BioNTech</em> ein sogenannter RNA-Impfstoff. Er enthält genetische Informationen des Erregers, aus denen der Körper ein Viruseiweiß herstellt. Ziel der Impfung",Die US-Arzneimittelbehörde hat die Wirksamkeit des Moderna-Vakzins bestätigt. Eine Notzulassung könnte laut Medienberichten am Freitag erfolgen.,Zweiter Impfstoff steht in den USA offenbar kurz vor der Zulassung,http://www.zeit.de/wissen/gesundheit/2020-12/moderna-impfstoff-usa-corona-impfung-wirksamkeit-fda-zulassung
113,Über Zulassung von Corona-Impfstoff wird am 21. Dezember entschieden,2020-12-15T13:30:21Z,"Die EU-Medikamentenbehörde EMA hat ihr Treffen für die Begutachtung des Corona-Impfstoffs von <em>BioNTech</em> und Pfizer auf den 21. Dezember vorgezogen. Wie die Behörde mitteilte, liegt ihr Gutachten über",Der Corona-Impfstoff von Pfizer und BioNTech könnte in Kürze auch in der EU zugelassen werden. Jens Spahn stellt erste Impfungen zu Weihnachten in Aussicht.,Über Zulassung von Corona-Impfstoff wird am 21. Dezember entschieden,http://www.zeit.de/wissen/gesundheit/2020-12/ema-entscheidung-ueber-zulassung-von-corona-impfstoff-am-21-dezember
114,BioNTech-Impfstoff vor Zulassung in Europa,2020-12-15T11:02:41Z,Auch in Europa geht es mit der Zulassung eines Impfstoffs voran. Der Covid-19-Impfstoff von <em>BioNTech</em> und Pfizer könnte noch vor Weihnachten von der Europäischen Arzneimittelbehörde EMA zugelassen,Die Europäische Arzneimittelbehörde will die Prüfung des Impfstoffes von BioNTech noch in diesem Jahr abschließen. Damit könnten Impfungen in absehbarer Zeit beginnen.,BioNTech-Impfstoff vor Zulassung in Europa,http://www.zeit.de/wissen/gesundheit/2020-12/biontech-impfstoff-soll-am-23-dezember-zugelassen-werden
115,Wo bereits geimpft wird – und wo nicht,2020-12-14T17:31:56Z, dem Impfstoff von <em>BioNtech</em> und Pfizer geimpft worden – als erstes sind Menschen über 80 Jahre und medizinisches Personal an der Reihe. Seit dieser Woche soll der Impfstoff auch in ausgewählten,"Einige Länder haben mit den Impfungen gegen das Coronavirus begonnen, mit unterschiedlichen Impfstoffen. Anderswo werden sich die Menschen dagegen noch gedulden müssen.",Wo bereits geimpft wird – und wo nicht,http://www.zeit.de/politik/ausland/2020-12/corona-pandemie-impfungen-impfstoff-laender-weltweit-ueberblick
116,101-Jährige hat erste Corona-Impfung in Deutschland erhalten,2020-12-26T18:17:13Z, Edith Kwoizalla als erste Bewohnerin mit dem Covid-19-Impfstoff von <em>BioNTech</em> und Pfizer geimpft. Beobachtern zufolge nahm sie den Piks gelassen und mit einem Lächeln hinter dem Mund-Nasen-Schutz entgegen,Einen Tag vor dem bundesweiten Beginn sind in einem Seniorenzentrum in Sachsen-Anhalt 30 Menschen geimpft worden. Mehrere Bewohner und Beschäftigte wollten keine Impfung.,101-Jährige hat erste Corona-Impfung in Deutschland erhalten,http://www.zeit.de/gesellschaft/zeitgeschehen/2020-12/coronavirus-erste-impfungen-impfstoff-halberstadt
117,"Patientenschützer kritisieren ""Flickenteppich""",2020-12-26T12:53:28Z," angesichts der Größe der Kampagne ""an der einen oder anderen Stelle auch mal ruckeln"" werden. 
Spahn zufolge werden bis Ende des Jahres bis zu 1,3 Millionen Impfdosen der Mainzer Biotechfirma <em>BioNTech</em> und","Keine einheitlichen Informationen, zu später Beginn: Am Tag vor den Corona-Impfungen in Deutschland haben Opposition und Patientenverbände die Bundespolitik kritisiert.","Patientenschützer kritisieren ""Flickenteppich""-Politik",http://www.zeit.de/politik/deutschland/2020-12/corona-impfstart-reaktionen-kritik-opposition-patientenverbaende
118,Frankreich und Japan melden erste Fälle des mutierten Coronavirus,2020-12-26T08:40:46Z," in Frankreich erste Dosen des Corona-Impfstoffs von <em>BioNTech</em> und Pfizer eingetroffen. Die Zentralapotheke der Pariser Krankenhäuser hat 19.500 Dosen erhalten. Wie auch Deutschland, will Frankreich am Sonntag mit","Die in Großbritannien erstmals entdeckte, neue Corona-Variante ist bei einem Mann aus Tours nachgewiesen worden. In Japan fand man sie bei fünf eingereisten Personen.",Frankreich und Japan melden erste Fälle des mutierten Coronavirus,http://www.zeit.de/wissen/gesundheit/2020-12/covid-19-coronavirus-mutation-frankreich-grossbritannien
119,"""Ein hoffnungsvoller Tag für Europa""",2020-12-26T03:52:14Z," einer Notzulassung zu wählen. Anders als in Großbritannien und den USA, die nur eine zeitweise Notfallzulassung für den <em>Biontech</em>-Impfstoff erteilten, bekam das Vakzin in der EU eine einjährige bedingte","Die ersten Dosen des BioNTech-Vakzins werden ausgeliefert, ab Sonntag wird geimpft. Das sei entscheidend dafür, dass ""wir unser Leben zurückbekommen"", sagt Jens Spahn.","""Ein hoffnungsvoller Tag für Europa""",http://www.zeit.de/politik/deutschland/2020-12/coronavirus-impfungen-staedtetag-jens-spahn-christian-lindner
120,Diese Impfreaktionen sind ganz normal,2020-12-23T06:12:06Z," Entwicklungsprozess die Daten zu den Impfstoffen sukzessive mitgelesen haben. 
Aus diesen Studiendaten geht hervor: Nach der Impfung mit den mRNA-Vakzinen der Firmen <em>BioNTech</em>/Pfizer und Moderna kann der Sars-CoV-2","Arm geschwollen, Kopfschmerz, Fieber, all das kann nach der Impfung gegen das Coronavirus passieren. Sorgen muss man sich deshalb aber keineswegs machen.",Diese Impfreaktionen sind ganz normal,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-risiken-nebenwirkungen-fieber-immunsystem
121,Englische Patienten,2020-12-22T12:59:58Z," gelassen: ""Wir haben unseren Impfstoff bereits gegen 19 Mutationen getestet und keine Verminderung der Wirksamkeit gefunden"", sagt <em>BioNTech</em>-Sprecherin Jasmina Alatovic. Das ECDC mahnt, auf jedes Anzeichen zu","In England breitet sich eine wohl besonders ansteckende Variante des Sars-CoV-2-Virus aus. Viele Fragen sind offen, auch, ob die Wirksamkeit der Vakzine gefährdet ist.",Was macht das mit den Impfungen?,http://www.zeit.de/2020/54/coronavirus-mutation-impfung-wirksamkeit-grossbritannien
122,"O Rachenraum, o Rachenraum: Corona-Testzentren laufen unter Volllast",2020-12-22T09:00:03Z," Test noch bevorsteht, hat die Kollegin hier aufgeschrieben.
Unterdessen hat die Europäische Arzneimittelagentur der EU-Kommission empfohlen, den Impfstoff der Hersteller Pfizer und <em>BioNTech</em> zuzulassen","Nach Brand: Veddel steht ohne Supermarkt da, Gesundheitssenatorin rechnet mit ersten Impfungen am Sonntag, 301 Neuinfektionen, Zahl der Corona-Toten steigt.","O Rachenraum, o Rachenraum: Corona-Testzentren laufen unter Volllast",http://www.zeit.de/hamburg/2020-12/elbvertiefung-22-12-2020
123,Der lange Weg einer kostbaren Fracht,2020-12-22T04:46:20Z," Herausforderung, ebenso die extrem niedrigen Temperaturen, nach denen der <em>BioNTech</em>-Impfstoff verlangt. So manches bereits verankert geglaubte Glied der Logistikkette wird noch einmal ausgetauscht.
Bekannt ist, dass",Nach der Zulassung der ersten Vakzine kann auch in Deutschland geimpft werden. Doch dafür müssen viele Rädchen ineinandergreifen. Wie funktioniert die Logistik?,Der lange Weg einer kostbaren Fracht,http://www.zeit.de/politik/deutschland/2020-12/corona-impfungen-impfstoff-logistik-impfzentren-gesundheitssystem
124,Erster Corona-Impfstoff für die EU ist genehmigt,2020-12-21T17:35:26Z,Die Impfungen gegen das Coronavirus können nun auch in der Europäischen Union beginnen. Die EU-Kommission erteilte dem Präparat des Mainzer Unternehmens <em>Biontech</em> und seines US-Partners Pfizer die,Die Europäische Arzneimitelbehörde hat die Zulassung des Impfstoffes von BioNTech und Pfizer empfohlen. EU-Kommissionspräsidentin von der Leyen hat das jetzt bestätigt.,Erster Corona-Impfstoff für die EU ist genehmigt,http://www.zeit.de/wissen/2020-12/eu-kommission-genehmigt-corona-impfstoff-von-biontech-pfizer
125,So bedeutend wie die Mondlandung,2020-12-21T14:56:52Z, Notfallzulassung des Impfstoffs der Firmen <em>BioNTech</em> und Pfizer durch die US-amerikanische Zulassungsbehörde FDA und die europäische Zulassungsbehörde EMA. In den kommenden Tagen und Wochen werden auch hierzulande,"Europa wird den ersten Corona-Impfstoff zulassen. Er scheint auch Ältere zu schützen und könnte lange immun machen. Nehmen wir uns die Zeit, diese Leistung zu feiern.",So bedeutend wie die Mondlandung,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-erste-zulassung-biontech-pfizer-impfstoff
126,EMA empfiehlt Zulassung von BioNTech-Impfstoff,2020-12-21T14:06:16Z,Die europäische Arzneimittelbehörde EMA gibt grünes Licht für den Einsatz des Covid-19-Impfstoffs von <em>BioNTech</em> und Pfizer. Der Ausschuss für Humanarzneimittel (CHMP) der EMA empfahl eine bedingte,Die Europäische Arzneimittelagentur hat den Corona-Impfstoff der Unternehmen BioNTech und Pfizer in der EU empfohlen. Nun fehlt noch die Zustimmung der EU-Kommission.,EMA empfiehlt Zulassung von BioNTech-Impfstoff,http://www.zeit.de/wissen/2020-12/ema-empfiehlt-impfstoff-einsatz-von-biontech-und-pfizer-in-der-eu
