,title,release_date,snippet,teaser_text,teaser_title,href
46,Impfe und herrsche,2020-12-09T15:53:05Z," wirksamer Stoffe zu sichern. Die EU handelte sechs Verträge über insgesamt rund 1,3 Milliarden Impfstoffdosen aus: mit BioNTech/Pfizer, <em>Moderna</em>, AstraZeneca, Johnson & Johnson, Sanofi/GlaxoSmithKline und","Europa, die USA, China und Russland wetteifern darum, das drängendste Problem der Welt zu lösen und damit ihren Einfluss auszubauen. Wessen Strategie geht auf?",Jetzt kommt die Macht aus den Reagenzgläsern,http://www.zeit.de/2020/52/corona-impfung-strategie-gesundheitssystem-europa-usa-china-russland
47,Geheimprojekt Impfung,2020-12-09T15:52:15Z," geschildert wird, wie man mit dem Stoff umgehen muss.
Die Temperatur wirft die größten Fragen auf. Anders als das Produkt des amerikanischen Konzerns <em>Moderna</em> muss der Impfstoff von BioNTech extrem gekühlt","Forschende von BioNTech versuchen unter Zeitdruck, mit ihrem neu entwickelten Impfstoff die Pandemie zu besiegen. Mit einem haben sie nicht gerechnet – dem Föderalismus.",Geheimprojekt Impfung,http://www.zeit.de/2020/52/biontech-corona-impfzentren-landesregierungen-deutschland-foederalismus
48,"""Kopf gegen die Wand""",2020-12-09T15:52:09Z,", die jetzt <em>Moderna</em>, BioNTech und auch CureVac einsetzen, um uns von den Fesseln dieser Pandemie zu befreien.","Boris Palmer beantwortet den politischen Fragebogen: Der Provokateur über den ""Lockdown des Denkens"", die Tragik seines Vaters und eine gute Beleidigung für Björn Höcke","""Ich bin Teil des Problems der identitätspolitischen Spaltung""",http://www.zeit.de/2020/52/boris-palmer-gruene-corona-pandemie-afd-bjoern-hoecke
49,Britische Behörde rät starken Allergikern vorerst von Impfung ab,2020-12-09T12:13:26Z, Pharmakonzern AstraZeneca gemeinsam mit der Universität Oxford sowie die US-Firma <em>Moderna</em> Impfstoffe entwickelt.,"Die ersten Briten haben sich gegen Sars-CoV-2 impfen lassen. Wer eine ""signifikante"" Allergiegeschichte habe, solle davon absehen, warnt die nationale Gesundheitsbehörde.",Britische Behörde rät starken Allergikern vorerst von Impfung ab,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-grossbritannien-allergie-coronavirus-impstoff
50,Der große Impfplan,2020-12-07T10:33:21Z," Impfstoff mRNA-1237 der Firma <em>Moderna</em>. Die Behörde hat angekündigt, am 6. Januar zu der entscheidenden Beratung zusammenzutreffen.
Eine Zulassung beantragt haben zudem die Universität Oxford und AstraZeneca",Die Impfungen gegen Corona können endlich starten. Wer kommt zuerst dran – wer muss warten? Und wo gibt es Termine? Die wichtigsten Fakten und eine Karte der Impfzentren,Der große Impfplan,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfzentrum-deutschland-aktuell-impfung-karte
51,"""Man muss die Neuinfektionen wirklich herunterdrücken""",2020-12-07T06:02:39Z," eine enorme Herausforderung was Vertrauen, Kommunikation und Logistik angeht.
ZEIT ONLINE: EU-Länder, die USA und Neuseeland haben die meisten Impfdosen, die <em>Moderna</em> und Pfizer/BioNTech im kommenden Jahr","In Asien scheint das Virus besiegt, in der EU sieht es düster aus. Wie konnte das passieren? Der Infektiologe Jeremy Farrar über falsche Strategien und Wege aus der Krise","""Man muss die Neuinfektionen wirklich herunterdrücken""",http://www.zeit.de/wissen/gesundheit/2020-12/jeremy-farrar-corona-impfung-europa-vietnam-herausforderungen
52,Der lange Weg zum Wendepunkt,2020-12-06T19:53:00Z,". Zurzeit liegen ihr Anträge von BioNTech und <em>Moderna</em> vor. Beide haben eine ganz neue Art von Vakzine entwickelt, einen sogenannten mRNA-Impfstoff. Die Arzneimittelagentur lässt sich trotz der angespannten","Noch im Dezember soll in den Hamburger Messehallen ein Impfzentrum für 7.000 Patienten täglich bereitstehen. Ob es so schnell in Betrieb gehen wird, ist fraglich.",Der lange Weg zum Wendepunkt,http://www.zeit.de/hamburg/2020-12/corona-impfung-hamburg-messehallen-peter-tschentscher
53,Bund bestellt weitere Impfdosen für Deutschland,2020-12-19T16:26:36Z," Großbritannien, Kanada, Saudi-Arabien und die USA.
Vom zweiten aussichtsreichen Impfstoff des US-Konzerns <em>Moderna</em> soll Deutschland dem Gesundheitsministerium zufolge über das EU-Kontingent 50,5 Millionen Impfdosen",Insgesamt wird Deutschland 85 Millionen Dosen des BioNTech-Impfstoffs und 50 Millionen Dosen des Moderna-Vakzins erhalten. Das reicht für eine Impfquote von 80 Prozent.,Bund bestellt weitere Impfdosen für Deutschland,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfstoff-deutschland-europaeische-union-biontech-pfizer
54,"Kleines Land, große Impfkampagne",2020-12-19T15:53:50Z," Metropolregion Hamburg zusammen. Bestellt hat Israel insgesamt 24 Millionen Impfdosen, bei den Anbietern BioNTech-Pfizer, <em>Moderna</em> und AstraZeneca – genug für zwölf Millionen Immunisierungen. Bei der Zulassung hält",Israel beginnt mit der Impfung gegen das Coronavirus und will dabei schneller sein als alle anderen. Viele Bürger sind gegenüber dem Impfen aber noch zurückhaltend.,"Kleines Land, große Impfkampagne",http://www.zeit.de/gesellschaft/zeitgeschehen/2020-12/corona-impfung-israel-verteilung-strategie-impfgegner
55,Eine Frage des Vertrauens,2020-12-18T09:08:25Z," Firma <em>Moderna</em> in den kommenden Tagen freigegeben wird. In der Weihnachtswoche sollen so insgesamt knapp acht Millionen Impfdosen verteilt werden.
Wer lässt sich impfen – und wer nicht? Diese Frage fördert",In den USA wird bereits gegen Corona geimpft. Doch nicht alle trauen dem Impfstoff – auch wegen eines grausamen rassistischen Experiments in der Vergangenheit.,Eine Frage des Vertrauens,http://www.zeit.de/politik/ausland/2020-12/corona-impfung-usa-impfstoff-skepsis-schwarze-rassismus-experiment-syphilis
56,Impfungen in der EU starten am 27. Dezember,2020-12-17T13:57:56Z," Pharmaceutica, CureVac und <em>Moderna</em>. Insgesamt beliefen sich die Lieferverträge der EU-Kommission auf gut 1,3 Milliarden Dosen. Zudem wurden Optionen für 660 Millionen weitere Dosen vereinbart.
Im Falle des","""Das ist Europas Moment"": Nach der geplanten Zulassung des BioNTech-Impfstoffs sollen die Impfungen in der EU Ende Dezember beginnen. Das teilte die EU-Kommission mit.",Impfungen in der EU starten am 27. Dezember,http://www.zeit.de/gesellschaft/2020-12/corona-pandemie-impfung-europa-beginn-27-dezember-deutschland
57,Deutschland stellt sich hinten an,2020-12-16T16:00:09Z," über die Zulassung für den mRNA-Impfstoff des US-Unternehmens <em>Moderna</em> entscheiden möchte. Aber dort hat die EU-Kommission Ende November nur 80 Millionen Impfdosen bestellt, eine Option auf weitere 80","Die USA, Großbritannien und Kanada haben große Mengen Impfstoffe bestellt. Die Bundesregierung hat dagegen beim Impfen ganz auf Europa gesetzt – und krachend verloren.",Deutschland stellt sich hinten an,http://www.zeit.de/2020/53/corona-impfungen-impfstoff-deutschland-europa-grossbritannien-usa
58,Fünf Antworten zur Impfung,2020-12-16T15:56:50Z," schwerwiegenden Gefahren gezeigt. Bei den mRNA-Vakzinen von BioNTech/Pfizer und <em>Moderna</em> entwickelten zwei Probanden über einige Tage sehr hohes Fieber, zwei andere zeigten vorübergehend Lymphknotenschwellungen",Nach Weihnachten beginnt in Europa das Impfen gegen Covid-19. Wie sicher und wirkungsvoll ist das?,"Sicherheit, Nebenwirkungen, Schutz – fünf Antworten zur Impfung",http://www.zeit.de/2020/53/corona-impfung-studien-risiken-nebenwirkungen-impfstoffe
59,Zweiter Impfstoff steht in den USA offenbar kurz vor der Zulassung,2020-12-15T17:55:53Z,In den USA steht offenbar die Zulassung eines zweiten Corona-Impfstoffs bevor. Eine vorläufige Analyse bestätige die Verträglichkeit und Wirksamkeit des von <em>Moderna</em> und den National Institutes,Die US-Arzneimittelbehörde hat die Wirksamkeit des Moderna-Vakzins bestätigt. Eine Notzulassung könnte laut Medienberichten am Freitag erfolgen.,Zweiter Impfstoff steht in den USA offenbar kurz vor der Zulassung,http://www.zeit.de/wissen/gesundheit/2020-12/moderna-impfstoff-usa-corona-impfung-wirksamkeit-fda-zulassung
60,"""Die Lage ist so ernst wie nie zuvor""",2020-12-15T10:47:04Z," aufrechtzuerhalten. Ein Impfstoff von <em>Moderna</em> könnte wenig später zugelassen werden.
RKI-Chef Wieler warnte, die Lage sei ""so ernst, wie sie nie war"". Er erinnerte an die nach wie vor hohen Infektionszahlen und die","Der Chef des Robert Koch-Instituts warnt, dass sich die Situation in Deutschland verschärfen wird. Viele Intensivbetten seien belegt, die Zahl der Toten werde steigen.","""Die Lage ist so ernst wie nie zuvor""",http://www.zeit.de/wissen/gesundheit/2020-12/rki-chef-lothar-wieler-die-lage-ist-so-ernst-wie-nie-zuvor
61,"Patientenschützer kritisieren ""Flickenteppich""",2020-12-26T12:53:28Z," sein. BioNTech und Pfizer hatten erst am Montag in der EU die Zulassung für ihr Vakzin erhalten. Ein Impfstoff des US-Biotechkonzerns <em>Moderna</em> könnte im Januar in der EU zugelassen werden.
Spahn sprach","Keine einheitlichen Informationen, zu später Beginn: Am Tag vor den Corona-Impfungen in Deutschland haben Opposition und Patientenverbände die Bundespolitik kritisiert.","Patientenschützer kritisieren ""Flickenteppich""-Politik",http://www.zeit.de/politik/deutschland/2020-12/corona-impfstart-reaktionen-kritik-opposition-patientenverbaende
62,Diese Impfreaktionen sind ganz normal,2020-12-23T06:12:06Z," Entwicklungsprozess die Daten zu den Impfstoffen sukzessive mitgelesen haben. 
Aus diesen Studiendaten geht hervor: Nach der Impfung mit den mRNA-Vakzinen der Firmen BioNTech/Pfizer und <em>Moderna</em> kann der Sars-CoV-2","Arm geschwollen, Kopfschmerz, Fieber, all das kann nach der Impfung gegen das Coronavirus passieren. Sorgen muss man sich deshalb aber keineswegs machen.",Diese Impfreaktionen sind ganz normal,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-risiken-nebenwirkungen-fieber-immunsystem
63,Der lange Weg einer kostbaren Fracht,2020-12-22T04:46:20Z,"-Klinikums Erlangen. BioNTech bestätigte die Angaben. Im Augenblick sieht es eher so aus, als würden die Dosen den Lieferanten aus den Händen gerissen. Der Impfstoff des US-Konzerns <em>Moderna</em>, der als Nächstes",Nach der Zulassung der ersten Vakzine kann auch in Deutschland geimpft werden. Doch dafür müssen viele Rädchen ineinandergreifen. Wie funktioniert die Logistik?,Der lange Weg einer kostbaren Fracht,http://www.zeit.de/politik/deutschland/2020-12/corona-impfungen-impfstoff-logistik-impfzentren-gesundheitssystem
64,So bedeutend wie die Mondlandung,2020-12-21T14:56:52Z," die ersten Menschen gegen Covid-19 geimpft werden.
Die Impfstoffe von BioNTech – und <em>Moderna</em>, der auch auf eine Zulassung wartet – sollen beide zu etwa 95 Prozent effektiv sein, ein Spitzenwert","Europa wird den ersten Corona-Impfstoff zulassen. Er scheint auch Ältere zu schützen und könnte lange immun machen. Nehmen wir uns die Zeit, diese Leistung zu feiern.",So bedeutend wie die Mondlandung,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-erste-zulassung-biontech-pfizer-impfstoff
65,EMA empfiehlt Zulassung von BioNTech-Impfstoff,2020-12-21T14:06:16Z,"-Impfstoff, mit Impfungen könnte damit in Kürze begonnen werden. Über eine Zulassung des Impfstoffes des US-Unternehmens <em>Moderna</em> will die EMA am 6. Januar entscheiden.
Bundespräsident Frank-Walter Steinmeier",Die Europäische Arzneimittelagentur hat den Corona-Impfstoff der Unternehmen BioNTech und Pfizer in der EU empfohlen. Nun fehlt noch die Zustimmung der EU-Kommission.,EMA empfiehlt Zulassung von BioNTech-Impfstoff,http://www.zeit.de/wissen/2020-12/ema-empfiehlt-impfstoff-einsatz-von-biontech-und-pfizer-in-der-eu
66,Das Weihnachtsgeschenk von Donald Trump,2020-12-21T06:50:28Z,An diesem Montag geht in den USA der zweite Impfstoff gegen Covid-19 an den Start. Bis zu 20 Millionen Dosen will das Bostoner Unternehmen <em>Moderna</em> bereits bis Ende Dezember liefern. Die US,"Operation Warp Speed zeigt, dass die USA durchaus noch Großes leisten können. Die schnelle Lieferung des Corona-Impfstoffs ist auch das Verdienst des Noch-Präsidenten.",Das Weihnachtsgeschenk von Donald Trump,http://www.zeit.de/politik/ausland/2020-12/corona-impfstoff-usa-donald-trump-operation-warp-speed
67,Wie gefährlich ist die Corona-Variante B.1.1.7?,2020-12-20T16:14:52Z," die B-Zellen das Virus sehr theoretisch gar nicht mehr erkennen würden. Der Vorteil der mRNA-Impfstoffe von BioNTech und <em>Moderna</em> könnte zudem sein, dass sie sich relativ leicht anpassen ließen an eine","Ist die neue Virusvariante 70 Prozent ansteckender? Das ist unklar. Aber ihre Mutationen könnten es leichter machen, an Zellen des Menschen anzudocken und sie zu knacken.",Wie gefährlich ist die Corona-Variante B.1.1.7?,http://www.zeit.de/wissen/gesundheit/2020-12/corona-mutation-neue-variante-grossbritannien-ansteckung
68,"Die Lage ist hoffnungslos, aber nicht ernst",2020-12-30T12:36:43Z," Kleinigkeit noch: Pfizer/BioNTech und <em>Moderna</em> haben nach nur ein paar Monaten eine Covid-Vakzine auf den Markt geworfen und Corona zittert zu Recht. Der Aktienmarkt rauschte im März in den Keller, auf 8.841","Ein etwas anderer Jahresrückblick: Es wurde immer schlimmer in diesem Jahr, weshalb die Habenseite der Bilanz zu feiern ist.","Die Lage ist hoffnungslos, aber nicht ernst",http://www.zeit.de/politik/2020-12/2020-jahresrueckblick-coronavirus-donald-trump-klimakrise
69,"""Impfen ist der Schlüssel raus aus dieser Pandemie""",2020-12-30T10:39:15Z," Impfstoffe weiterer Unternehmen wie Johnson & Johnson, AstraZeneca und Curevac zugelassen würden. Er rechnet damit, dass in der kommenden Woche ein weiterer Impfstoff zugelassen werde, der von <em>Moderna</em>.
Am","Der Bundesgesundheitsminister setzt große Hoffnungen in die Impfkampagne. 60.000 Menschen seien bereits geimpft, eine Rückkehr zur Normalität aber noch weit entfernt.","""Impfen ist der Schlüssel raus aus dieser Pandemie""",http://www.zeit.de/wissen/gesundheit/2020-12/jens-spahn-rki-pressekonferenz-corona-impfstart-lockdown
70,Briten genehmigen zweiten Corona-Impfstoff,2020-12-30T09:32:02Z," von der Universität Oxford. Zum Vergleich: Ende November zeigten Verträge der US-Regierung mit den Herstellern Pfizer und <em>Moderna</em>, dass eine Dosis ihrer jeweiligen Impfstoffe zwischen 15 und 25 Dollar",Nach dem Mittel von BioNTech darf nun auch das von AstraZeneca und der Universität Oxford auf den britischen Markt. Es ist vergleichsweise günstig und leichter zu kühlen.,Briten genehmigen zweiten Corona-Impfstoff,http://www.zeit.de/politik/ausland/2020-12/grossbritannien-corona-impfstoff-zulassung-astrazeneca-oxford-universitaet
71,So viele Menschen wurden bisher gegen Covid-19 geimpft,2020-12-28T14:01:36Z," auch EU-weit und in vielen anderen Ländern zugelassen ist. In den USA und Kanada spritzen Ärztinnen und medizinisches Personal zudem auch schon die Vakzine der Firma <em>Moderna</em>, das dem BioNTech/Pfizer","In Deutschland wird der erste Corona-Impfstoff verabreicht. Wir zeigen auf einer Karte, wie die Impfungen vorankommen und vergleichen dies international.",So viele Menschen wurden bisher gegen Covid-19 geimpft,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfungen-deutschland-impfquoten-bundeslaender-landkreise-karte
72,Wann werden Kinder gegen Covid-19 geimpft?,2020-12-27T08:52:30Z," of Medicine: Polack et al., 2020). Ähnliches ist von der Vakzine des Unternehmens <em>Moderna</em> bekannt. Es sei denkbar, meint Zepp, dass diese Reaktionen bei Kindern häufiger oder ausgeprägter vorkommen",Der erste Impfstoff gegen Covid-19 ist zugelassen – zumindest für Erwachsene. Warum es für Kinder noch dauern könnte und ob eine Impfung für sie überhaupt sinnvoll wäre.,Wann werden Kinder gegen Covid-19 geimpft?,http://www.zeit.de/wissen/gesundheit/2020-12/corona-pandemie-impfung-kinder-zulassung-impfstoff-sinnvoll
73,Wer bekommt den übrig gebliebenen Impfstoff?,2021-01-09T17:29:55Z,"-Zulassung erhalten, der des US-Unternehmens <em>Moderna</em>. Sobald er in Hamburg ankommt, wird die Logistik ohnehin noch um einiges einfacher: Er braucht nur eine Kühlung von 20 Grad unter Null, Gefrierschrank also.",Seit der Eröffnung des Impfzentrums in den Hamburger Messehallen blühen die Gerüchte. Eines davon: Überzählige Impfdosen würden unter Freunden der Mitarbeiter verteilt.,Wer bekommt den übrig gebliebenen Impfstoff?,http://www.zeit.de/hamburg/2021-01/impfzentrum-hamburg-impfdosen-verteilung-mitarbeiter
74,EU bestellt weitere 300 Millionen Dosen der BioNTech/Pfizer-Vakzine,2021-01-08T13:35:59Z," Produktionsengpässen laufen die Impfungen aber erst langsam an. Am Mittwoch hatte die EU auch den Impfstoff des US-Konzerns <em>Moderna</em> zugelassen. Von ihm hat sich die EU insgesamt 160 Millionen Dosen reserviert.
Insgesamt",Mit dem Vertrag hat die EU ihre Bestellung des Impfstoffes bei BioNTech/Pfizer verdoppelt. Deutschland kann mit dem Verimpfen einer neuen Lieferung beginnen.,EU bestellt weitere 300 Millionen Dosen der BioNTech/Pfizer-Vakzine,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfstoff-biontech-pfizer-eu-bestellung-ursula-von-der-leyen
75,"""Wir konnten bisher nur an vier Tagen impfen""",2021-01-08T09:21:54Z,Seit dem 27. Dezember wird in Deutschland mit Comirnaty von BioNTech und Pfizer der erste in der EU zugelassene Impfstoff gegen das Coronavirus gespritzt. Auch der Impfstoff von <em>Moderna</em> ist nun,"Bundesweit impfen Ärzte und Ehrenamtliche Menschen gegen das Coronavirus. Viele sind frustriert, weil der Impfstoff fehlt. Andere sind froh, dass es langsam startet.","""Wir konnten bisher nur an vier Tagen impfen""",http://www.zeit.de/arbeit/2021-01/corona-impfungen-impfstoff-impfzentren-personal-ehrenamt-gesundheitssystem
76,CureVac und Bayer schließen Kooperationsvertrag für Corona-Impfstoff,2021-01-07T10:34:09Z," mit größeren Konzernen zusammenschließen. Die Impfstoffe von BioNTech/Pfizer und von <em>Moderna</em> sind in der EU bereits zugelassen, zudem wird mit der Zulassung von Produkten anderer Wettbewerber gerechnet",Der Bayer-Konzern will CureVac bei der Auslieferung und Entwicklung des Impfstoffes unterstützen. Im Fall einer Zulassung hat sich die EU 405 Millionen Dosen gesichert.,CureVac und Bayer schließen Kooperationsvertrag für Corona-Impfstoff,http://www.zeit.de/wirtschaft/2021-01/corona-impfstoff-curevac-bayer-partnerschaft-impfstoffentwicklung-pharmaindustrie
77,Wie Trumps Anhänger die Demokratie bekämpfen,2021-01-07T04:55:07Z," und seines US-Partners Pfizer eingesetzt – mehr als 360.000 Dosen wurden bereits verteilt. Mit dem Impfstoff des Unternehmens <em>Moderna</em> steht nun ein zweiter Wirkstoff bereit, mit dem ebenfalls bald",Chaos und Schüsse in Washington D.C. – welche Verantwortung trägt der Präsident? Außerdem im Podcast: Wirken die Impfungen auch gegen die Corona-Mutation?,Wie Trumps Anhänger die Demokratie bekämpfen,http://www.zeit.de/politik/2021-01/washington-kapitol-trump-anhaenger-nationalgarde-nachrichtenpodcast
78,Die Entdeckung der Langsamkeit,2021-01-06T16:02:20Z," man nun gut gebrauchen. Jetzt soll laut Medienberichten nachverhandelt werden.
Ähnlich war es beim US-Unternehmen <em>Moderna</em>. Mitte November warnte die Pharmafirma nach monatelangen Verhandlungen die EU","Kaum wird geimpft, ist das Geschrei groß: schlecht verhandelt, zu wenig Impfstoff, zu langsam verteilt. Wie berechtigt die Kritik wirklich ist und was nun Hoffnung macht",Was beim Start der Impfkampagne schiefging,http://www.zeit.de/2021/02/corona-impfstart-impfkamagne-impfstoff-logistik-gesundheitspolitik
79,"""Wir sind politisch tot, wenn …""",2021-01-06T15:58:18Z," Bundesgesundheitsminister hat es versäumt, neben BioNTech andere Anbieter, insbesondere <em>Moderna</em>, ausreichend einzubeziehen. Zudem hat er das offene Zeitfenster für den Kauf ausreichender Mengen des BioNTech-Impfstoffs nicht","Seit einem Jahr ist Norbert Walter-Borjans Co-Vorsitzender der SPD. Ein Gespräch über Anstand, Applaus und Ambitionen","""Man kann der SPD auch Probleme anhängen, die sie gar nicht hat""",http://www.zeit.de/2021/02/norbert-walter-borjans-spd-fuehrung-partei-plaene-politik
80,Mit Impfungen zurück zur Normalität,2021-01-06T13:59:58Z," Vakzine von <em>Moderna</em> an diesem Mittwoch. Von nun an können Menschen in Deutschland also mit zwei verschiedenen Impfstoffen immunisiert werden.
Wir erklären, was die Impfungen bewirken sollen (und was sie","Impfstoffe sollen die Pandemie beenden, nur wann? Wie gut schützen die Vakzinen und braucht es zwingend zwei Dosen? Sechs Antworten zu Impfschutz und Herdenimmunität",Mit Impfungen zurück zur Normalität,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-pandemie-impfstoff-ansteckung-schutz-faq
81,"""Es wird genug Impfstoff für alle geben""",2021-01-06T13:22:46Z, Mittwoch von der europäischen Arzneimittelbehörde bekannt gegebene Empfehlung für eine Zulassung des Impfstoffs von <em>Moderna</em> wird an der Knappheit vergleichsweise wenig ändern. Von den 50 Millionen Dosen des,Deutschland hat laut Bundesgesundheitsminister Jens Spahn ausreichend Dosen des Corona-Impfstoffes bestellt. Im Sommer könne allen ein Impfangebot gemacht werden.,"""Es wird genug Impfstoff für alle geben""",http://www.zeit.de/politik/deutschland/2021-01/jens-spahn-corona-impfung-gesundheitsminister-impfdosen-pfizer-moderna
82,Moderna-Impfstoff erhält EU-Zulassung,2021-01-06T12:22:28Z,"Als zweiter Corona-Impfstoff in der EU ist ab sofort auch das Mittel des US-Herstellers <em>Moderna</em> zugelassen. Das entschied die EU-Kommission auf Empfehlung der Arzneimittelbehörde Ema, wie",In der Europäischen Union kann ein zweiter Impfstoff verabreicht werden. Die EU-Kommission genehmigte das Moderna-Präparat. Deutschland erhält 50 Millionen Dosen.,Moderna-Impfstoff erhält EU-Zulassung,http://www.zeit.de/wissen/gesundheit/2021-01/moderna-corona-impfstoff-ema-eu-behoerde
83,SPD stellt Union Fragenkatalog zur Impfsituation,2021-01-05T11:40:13Z, BioNTech und <em>Moderna</em> ausschlug. Laut Medienberichten hätte BioNTech 400 bis 500 Millionen Dosen angeboten – statt der vertraglich am 11. November vereinbarten 200 plus 100 Millionen Impfdosen. <em>Moderna</em> hätte,Union und SPD haben gemeinsam über das Vorgehen in der Pandemie entschieden. Mit der europäisch abgestimmten Impfstoffbeschaffung ist die SPD aber nicht zufrieden.,SPD stellt Union Fragenkatalog zur Impfsituation,http://www.zeit.de/politik/deutschland/2021-01/corona-politik-union-spd-pandemie-vorgehen-impfungen
84,Strenge Ausgangsbeschränkungen und Kontaktbeschränkungen im Gespräch,2021-01-05T09:28:02Z," vierseitigen Fragenkatalog rund um das Thema Impfen. Unter anderem will die SPD demnach wissen, warum die EU so wenig Impfdosen bestellt habe und warum sie höhere Lieferangebote von BioNTech und <em>Moderna</em>",Bund und Länder beraten über eine Lockdown-Verlängerung. Laut Medien soll es neue Kontaktreduzierungen geben. Auch eine Einschränkung des Bewegungsradius wird diskutiert.,Strenge Ausgangsbeschränkungen und Kontaktbeschränkungen im Gespräch,http://www.zeit.de/politik/deutschland/2021-01/corona-gipfel-lockdown-bund-laender-massnahmen-schulen
85,Kritik an Impfstoffbeschaffung entzweit CDU und SPD,2021-01-03T17:55:08Z," europäischen Zulassungsbehörde Ema über den Impfstoff der Firma <em>Moderna</em> erwartet. Drosten drang darauf, dass die Ema auch rasch den Weg für den Impfstoff der Firma AstraZeneca freimachen soll, der",SPD-Politikerinnen kritisieren indirekt Gesundheitsminister Jens Spahn für das Management der Impfstoffbeschaffung. Die Union wehrt sich.,Kritik an Impfstoffbeschaffung entzweit CDU und SPD,http://www.zeit.de/politik/deutschland/2021-01/impfstoff-beschaffung-bundesregierung-jens-spahn-kritik
86,So läuft die Impfkampagne in anderen Ländern,2021-01-15T09:58:53Z," immer noch nicht abgeschlossen sind.
Groß angelegte Vereinbarungen mit westlichen Pharmafirmen wie BioNTech oder <em>Moderna</em> über den Ankauf von Impfstoffen wurden in Peking bislang nicht verkündet","Impfstoffe entscheiden über den weiteren Verlauf der Epidemie. Wie gehen andere Staaten dabei vor? Unsere Autoren berichten über China, Indien, Brasilien und Südafrika.",So läuft die Impfkampagne in anderen Ländern,http://www.zeit.de/gesellschaft/zeitgeschehen/2021-01/corona-impfstrategien-china-brasilien-indien-suedafrika
87,Die USA geben am meisten,2021-01-13T15:55:18Z," typisch für die Arzneimittel-Entwicklung. Meist sind es kleinere Biotech-Unternehmen, wie etwa die Mainzer Firma BioNTech oder <em>Moderna</em> aus den USA, die mit dem Geld von Risikokapitalgebern an neuen Stoffen",Wie Staaten die Entwicklung von Impfstoffen fördern,Die USA geben am meisten,http://www.zeit.de/2021/03/corona-impfstoffentwicklung-foerderung-usa-pharmaindustrie
88,Bund gibt Moderna-Impfstoff in Berlin und Brandenburg frei,2021-01-13T15:20:18Z,"Das Bundesgesundheitsministerium sieht keine Beeinträchtigung der Impfstoffqualität bei der Lieferung von <em>Moderna</em>-Impfstoff in Berlin und Brandenburg vom Dienstag. ""Die Qualität der Impfstoffe wurde","Es war die erste Lieferung von Moderna – und sie begann mit Kühlproblemen. Nun sagt das Bundesgesundheitsministerium: ""Der Impfstoff kann unbedenklich verwendet werden.""",Bund gibt Moderna-Impfstoff in Berlin und Brandenburg frei,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfungen-moderna-vakzine-impfstoff-berlin-brandenburg
89,Wo wir gerade stehen,2021-01-13T11:58:10Z," der <em>Moderna</em>-Impfstoff für Europa zugelassen wurde und dass die ""natürliche"" Immunität nach durchgemachter Infektion wohl mindestens acht Monate richtig robust ist.
2. Wie geht es Ihnen gerade?
Es stimmt","Ihre Expertise prägt die Corona-Debatte: eine Physikerin, eine Medizinethikerin, ein Intensivmediziner und zwei Virologinnen beantworten Fragen zur Pandemie-Lage.",Wo stehen wir gerade?,http://www.zeit.de/2021/03/corona-pandemie-ffp2-masken-soziale-kontakte-freizeit-alltag-fragebogen
90,Krankenwagen warten bis zu neun Stunden vor der Notaufnahme,2021-01-11T14:23:30Z," weiter in der Schule und bringen das Virus nach Hause. Mehr noch: Seit die Regierung die drei Impfstoffe von BioNTech-Pfizer, Oxford-AstraZeneca und <em>Moderna</em> genehmigt hat, fühlen sich viele plötzlich","In Großbritannien breitet sich die neue Variante des Coronavirus unkontrolliert aus. Die Regierung fleht die Bevölkerung an, sich endlich an die Maßnahmen zu halten.",Krankenwagen warten bis zu neun Stunden vor der Notaufnahme,http://www.zeit.de/politik/ausland/2021-01/corona-krise-grossbritannien-notsituation-intensivbetten-virusvariante-lockdown-impfung
91,So viele Menschen wurden bisher gegen Covid-19 geimpft,2021-01-11T13:26:07Z," <em>Moderna</em> an. Unsere Grafik zeigt, wie viel davon bereits verimpft wurde.
Ursprünglich wurde bei der Berechnung der Liefermengen davon ausgegangen, dass aus einem Fläschchen BioNTech-Impfstoff fünf Dosen","In Deutschland wird der erste Corona-Impfstoff verabreicht. Wir zeigen auf einer Karte, wie die Impfungen vorankommen, und vergleichen dies international.",So viele Menschen wurden bisher gegen Covid-19 geimpft,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-deutschland-anzahl-impfquote-aktuelle-zahlen-karte
