,title,release_date,snippet,teaser_text,teaser_title,href
44,Ständige Impfkommission will AstraZeneca-Empfehlung ändern,2021-02-27T09:22:03Z," kommen"", sagte Stiko-Chef Thomas Mertens im heute journal des ZDF. Anlass sei die erwartete Zulassung des Impfstoffes von <em>Johnson</em> & <em>Johnson</em>.
Bisher empfiehlt die Stiko den Einsatz der AstraZeneca-Vakzine","""Wir haben nie den Impfstoff kritisiert"", sagt Stiko-Chef Thomas Mertens mit Blick auf die AstraZeneca-Vakzine. Es werde schon bald eine aktualisierte Empfehlung geben.",Ständige Impfkommission will AstraZeneca-Empfehlung ändern,http://www.zeit.de/wissen/gesundheit/2021-02/corona-impfstoff-astrazeneca-staendige-impfkommission-empfehlung
45,Experten stimmen für Notfallzulassung von Johnson-&-Johnson-Impfstoff,2021-02-26T22:58:08Z,"In den USA steht ein dritter Corona-Impfstoff unmittelbar vor einer Notfallzulassung. Ein Expertengremium der US-Arzneimittelbehörde FDA empfahl einstimmig, die Vakzine des Herstellers <em>Johnson</em>",Er verhindert Covid-19 wirksam und muss nur einmal gespritzt werden: Als erster westlicher Staat wollen die USA diesem Impfstoff nun eine Genehmigung erteilen.,Experten stimmen für Notfallzulassung von Johnson-&-Johnson-Impfstoff,http://www.zeit.de/wissen/2021-02/johnson-johnson-corona-impfstoff-us-arzneimittelbehoerde-zulassung
46,EU-Arzneibehörde prüft russischen Impfstoff Sputnik V,2021-03-04T13:28:09Z, Impfstoffes des US-Herstellers <em>Johnson</em> & <em>Johnson</em> empfehlen. Die endgültige Entscheidung über eine Zulassung trifft die EU-Kommission. Die folgt aber in aller Regel der Empfehlung der Ema.,"In mehreren Ländern wird er verabreicht, auch einige EU-Staaten planen mit ihm – auch ohne Ema-Zulassung. Diese könnte nun bald erfolgen, das Schnellverfahren läuft.",EU-Arzneibehörde prüft russischen Impfstoff Sputnik V,http://www.zeit.de/wissen/gesundheit/2021-03/corona-impfstoff-sputnik-v-ema-pruefverfahren-studien-wirksamkeit
47,Können Geimpfte das Virus weitergeben?,2021-03-02T14:11:22Z," Studienteilnehmenden alle zwei Wochen Abstriche, auch wenn sie keine Symptome hätten. Ergebnisse erwartet das Unternehmen später im Jahr 2021.
<em>Johnson</em> & <em>Johnson</em>, dessen Impfstoff im März in der EU zugelassen werden",Corona-Impfungen schützen vor Krankheit und Tod. Wie gut verhindern sie Ansteckungen? Erste Daten geben Hoffnung. Eine Garantie etwa für Immunitätsausweise ist das nicht.,Können Geimpfte das Virus weitergeben?,http://www.zeit.de/wissen/gesundheit/2021-03/corona-impfung-infektion-ansteckung-uebertragung-pandemie-bekaempfung
48,Er ist zurück und wird bleiben,2021-03-01T04:49:12Z, nur einige Ausschnitte der Rede. Ansonsten beschäftigte sich der Nachrichtensender mit der Zulassung des neuen Covid-Impfstoffs von <em>Johnson</em> & <em>Johnson</em> und mit der Saudi-Arabien-Politik der Biden,Bei seiner ersten Rede als Ex-Präsident kokettiert Donald Trump mit einer erneuten Kandidatur 2024. Das Schicksal der Republikaner bleibt untrennbar mit ihm verbunden.,Er ist zurück und wird bleiben,http://www.zeit.de/politik/ausland/2021-03/donald-trump-republikaner-erste-rede-als-ex-praesident
49,USA lassen Impfstoff von Johnson & Johnson zu,2021-02-28T01:31:40Z,Ab sofort darf in den USA auch der Corona-Impfstoff des US-Konzerns <em>Johnson</em> & <em>Johnson</em> bedingt eingesetzt werden. Die US-Arzneimittelbehörde FDA hat der Vakzine nach eigenen Angaben am Samstag eine,"Die dritte in den USA zugelassene Vakzine könnte die Impfkampagne beschleunigen, denn es muss nur einmal gespritzt werden. US-Präsident Joe Biden äußerte sich begeistert.",USA lassen Impfstoff von Johnson & Johnson zu,http://www.zeit.de/politik/ausland/2021-02/johnson-johnson-corona-impfstoff-notfallzulassung-usa
50,AstraZeneca kündigt erneut Kürzung der Impfstofflieferung an EU an,2021-03-13T09:54:42Z," Ende der Woche zugelassene Impfstoff von <em>Johnson</em> & <em>Johnson</em> werde frühestens Mitte oder Ende April eintreffen, sagte Spahn in der ARD.
Die EU hatte sowohl den USA als auch Großbritannien vorgeworfen",Im ersten Halbjahr sollen 100 Millionen Impfdosen an die EU-Staaten verteilt werden. Geplant waren 220 Millionen. Exportbeschränkungen würden das aber verhindern.,AstraZeneca kündigt erneut Kürzung der Impfstofflieferung an EU an,http://www.zeit.de/wissen/gesundheit/2021-03/astrazeneca-corona-impfstoff-lieferung-eu
51,Ein Absturz mit Regeln,2021-03-13T05:55:22Z," Mobilisierung aller, wirklich aller Kräfte. In Zeiten wie diesen dürfen, nein, müssen Regierungen große Entscheidungen treffen. Rivalisierende Pharmakonzerne wie <em>Johnson</em> & <em>Johnson</em> und Merck dazu zu bringen, mit","Deutschland schrumpft nach einem Jahr der Pandemie zu einer Karikatur seiner selbst: regulierungswütig, missgünstig und fürchterlich schwerfällig.",Ein Absturz mit Regeln,http://www.zeit.de/politik/deutschland/2021-03/coronavirus-pandemie-politik-deutschland-psychologie
52,Das große Impfversprechen,2021-03-12T12:24:55Z," diese Option nutzen wird, wurde bisher nicht von der Bundesregierung bestätigt. Lieferzahlen zum Impfstoff des US-Herstellers <em>Johnson</em> & <em>Johnson</em> fehlen dagegen immer noch. Dessen Zulassung hat die","Ab April 700.000 Impfungen pro Tag, das hat die Kanzlerin zugesagt. Unsere Recherche zeigt: Das wird schwer. Es fehlt nicht nur Impfstoff, sondern auch Organisation.",Das große Impfversprechen,http://www.zeit.de/politik/2021-03/corona-impfungen-bundesregierung-buerokratie-datenschutz-deutschland-strategie
53,Spahn wirft USA Impfstoff-Exportblockade vor,2021-03-12T06:21:05Z,"Trotz der EU-Zulassung für den Corona-Impfstoff von <em>Johnson</em> & <em>Johnson</em> kann es Jens Spahn zufolge noch mehrere Wochen dauern, bis erste Dosen des Vakzins in Europa verabreicht werden können. ""Die","Der Bundesgesundheitsminister rechnet nicht vor Mitte April mit ersten Dosen von Johnson & Johnson in Deutschland. Die USA blockieren den Export, die EU soll verhandeln.",Spahn wirft USA Impfstoff-Exportblockade vor,http://www.zeit.de/wissen/gesundheit/2021-03/coronavirus-impfung-johnson-jens-spahn-lieferung-europaeische-union
54,Joe Biden verspricht Impfung für alle Erwachsenen bis 1. Mai,2021-03-12T02:24:57Z,". Vollständig geimpft sind knapp 13 Prozent der Erwachsenen und mehr als 30 Prozent derjenigen, die 65 Jahre oder älter sind. Erst kürzlich kündigte die Biden-Regierung an, dass die USA beim Hersteller <em>Johnson</em>","Nach einem Jahr Pandemie und 51 Tagen im Amt versucht der US-Präsident Hoffnung zu verbreiten. Er beschleunigt die Impfkampagne und blickt zurück auf ""kollektives Leiden""",Joe Biden verspricht Impfung für alle Erwachsenen bis 1. Mai,http://www.zeit.de/politik/ausland/2021-03/usa-joe-biden-rede-coronavirus-pandemie-impfungen-mai-soldaten
55,"So wirkt die Impfung, bei der eine Spritze reicht",2021-03-11T19:35:22Z,"Die EU-Kommission hat einen weiteren Corona-Impfstoff zugelassen: Ad26.COV2.S, auch genannt JNJ-78436735. Entwickelt wurde er vom belgischen Unternehmen Janssen, das zum Großkonzern <em>Johnson</em> & <em>Johnson</em>","Deutschlands nächster Corona-Impfstoff wird der von Johnson & Johnson sein. Wer ihn bekommen kann, wie gut er vor Covid-19 schützt und was ihn von anderen unterscheidet.","So wirkt die Impfung, bei der eine Spritze reicht",http://www.zeit.de/wissen/gesundheit/2021-03/johnson-johnson-corona-impfstoff-janssen-zulassung-ad26-cov-2-s-faq
56,Ein Pieks genügt,2021-03-11T16:08:43Z,", der Vakzine des US-Herstellers <em>Johnson</em> & <em>Johnson</em> eine bedingte Zulassung zu erteilen. Der Impfstoff gilt vor allem deshalb als vielversprechend, weil er anders als die bisher zugelassenen Stoffe pro",Der Weg für den vierten Corona-Impfstoff in der EU ist frei. Die CDU verliert einen weiteren Bundestagsabgeordneten. Und: ein Stück Musikgeschichte,Ein Pieks genügt,http://www.zeit.de/politik/2021-03/impfstoffzulassung-johnson-johnson-corona-impfung-nachrichtenpodcast
57,So viele Menschen wurden bisher gegen Covid-19 geimpft,2021-03-11T13:59:49Z," AstraZeneca, BioNTech und Moderna. 
Die ersten Lieferungen des vierten zugelassenen Coronaimpfstoffs von <em>Johnson</em> & <em>Johnson</em> sollen Mitte April in Deutschland ankommen. In der Woche vom 12. April werden zunächst","Wir zeigen tagesaktuell, wie die Impfungen in den Bundesländern vorankommen. Wie viele Menschen sind bereits vollständig geimpft und wie sieht es in anderen Staaten aus?",So viele Menschen wurden bisher gegen Covid-19 geimpft,http://www.zeit.de/wissen/gesundheit/corona-impfungen-deutschland-impfquote-impffortschritt-aktuelle-karte
58,Das große Impftempo,2021-03-11T13:29:01Z,"Mehr als 61 Millionen Menschen sind in den USA bereits geimpft worden, täglich kommen mehr als zwei Millionen hinzu. Präsident Joe Biden hat nach der Zulassung des Impfstoffs von <em>Johnson</em> & <em>Johnson</em>",Zwei Millionen US-Amerikaner werden täglich geimpft. Ist die Rückkehr zur Normalität nah? Darüber und über den Prozess im Fall George Floyd sprechen wir im US-Podcast.,Das große Impftempo,http://www.zeit.de/politik/ausland/2021-03/usa-corona-impfung-strategie-george-floyd-prozess-ok-america
59,Impfstoff von Johnson & Johnson in der EU zugelassen,2021-03-11T13:24:56Z,"Der Corona-Impfstoff von <em>Johnson</em> & <em>Johnson</em> kann nun auch in der Europäischen Union genutzt werden. Die EU-Kommission genehmigte dies am Donnerstag, wie Präsidentin Ursula von der Leyen auf Twitter",Auf Empfehlung der Europäischen Arzneimittelagentur hat die EU-Kommission einem vierten Impfstoff die Zulassung erteilt. Erste Dosen sollen im April eintreffen.,Impfstoff von Johnson & Johnson in der EU zugelassen,http://www.zeit.de/wissen/gesundheit/2021-03/ema-empfiehlt-zulassung-des-johnson-johnson-impfstoffs
60,Per Stich in die Freiheit?,2021-03-11T04:55:36Z," womöglich die Vakzine von <em>Johnson</em> & <em>Johnson</em> in der EU zugelassen werden könnte und auch Hausarztpraxen Impfungen anbieten sollen, dürfte sich das Impftempo beschleunigen. Was bedeuten das für die Geimpften",Bald soll es mit den Corona-Impfungen schneller vorangehen. Welche Rechte bekommen die Geimpften? Und: Ein Bericht zu rechtsextremistischen Chats bei der Polizei in NRW,Per Stich in die Freiheit?,http://www.zeit.de/politik/2021-03/coronavirus-impfung-strategie-rechtsextremismus-polizei-nrw-nachrichtenpodcast
61,"Stiko-Chef lobt Sputnik V als ""guten Impfstoff""",2021-03-10T04:53:31Z,"-Herstellers <em>Johnson</em> & <em>Johnson</em> empfehlen.
Mertens sagte, er hoffe, ""dass wir die Lage bis Herbst so weit im Griff haben, dass der Effekt der Impfungen deutlich sichtbar wird"". Schon jetzt gingen schwere","Der russische Impfstoff wird laut Thomas Mertens vermutlich auch in Europa zugelassen. Die Kassenärzte klagen, Deutschland wolle den ""Bürokratie-Oscar"" gewinnen.","Stiko-Chef lobt Sputnik V als ""guten Impfstoff""",http://www.zeit.de/wissen/gesundheit/2021-03/coronavirus-stiko-thomas-mertens-andreas-gassen-imfpungen-sputnik-v
62,US-Gesundheitsbehörde lockert Empfehlungen für Geimpfte,2021-03-09T10:30:39Z," Vakzine zugelassen. Die Impfstoffe der Unternehmen Moderna sowie BioNTech/Pfizer werden in je zwei Dosen verabreicht. Beim Präparat der Firma <em>Johnson</em> & <em>Johnson</em> reicht eine Spritze.
Die Empfehlung zielt vor","Da die Impfungen in den USA rasch vorangehen, hat die CDC neue Maßgaben für soziale Kontakte formuliert. Treffen ohne Abstand und Masken sollen wieder möglich sein.",US-Gesundheitsbehörde lockert Empfehlungen für Geimpfte,http://www.zeit.de/gesellschaft/2021-03/corona-regeln-usa-freiheiten-geimpfte-cdc-kontaktbeschraenkungen
63,"""Man sollte Menschen schützen, nicht Prinzipien""",2021-03-20T17:19:40Z," gescheiterten supranationalen Versuchen entstanden, und es bilden sich auch interessante neue Allianzen: Die USA finanzieren etwa gemeinsam mit Japan die in Indien laufende Produktion des Impfstoffs von <em>Johnson</em>","Die Weltgemeinschaft sei an der gerechten Impfstoffverteilung gescheitert, sagt David Singh Grewal, Juraprofessor in Berkeley. Nötig sei eine globale Pandemiepolitik.","""Man sollte Menschen schützen, nicht Prinzipien""",http://www.zeit.de/kultur/2021-03/corona-politik-pandemie-fehler-impfstoff-entwicklung-david-singh-grewal
64,So soll das Impfchaos beendet werden,2021-03-19T20:18:48Z, Impfstoff von <em>Johnson</em> & <em>Johnson</em> in Deutschland verfügbar sein. Für den russische Sputnik V läuft ein Prüfverfahren bei der Europäischen Arzneimittelbehörde (Ena). Sofern die EU kein Sputnik V bestellt,"Hausärzte impfen schon nach Ostern mit, die Grenzregionen erhalten zusätzliche Dosen: die wichtigsten Entscheidungen des Impfgipfels im Überblick.",So soll das Impfchaos beendet werden,http://www.zeit.de/politik/deutschland/2021-03/bund-laender-konferenz-impfung-corona-bundeslaender-kanzleramt
65,Warum Weiterimpfen trotz des Risikos richtig ist,2021-03-19T10:21:38Z," als denkbare Nebenwirkung der Impfung unter Verdacht geraten? Das kann die Ema nicht. Übrigens auch nicht für die anderen zugelassenen Impfungen von BioNTech/Pfizer, Moderna oder <em>Johnson</em>&<em>Johnson</em>. 
Ein","Die Impfung mit AstraZeneca kann seltene Blutgerinnsel im Kopf auslösen. Dennoch hat die Ema richtig entschieden, sie weiter für Europa zuzulassen.",Warum Weiterimpfen trotz des Risikos richtig ist,http://www.zeit.de/wissen/2021-03/astrazeneca-ema-corona-impfung-nebenwirkungen-thrombose-entscheidung
66,Bund und Länder wollen Impfungen mit AstraZeneca wieder aufnehmen,2021-03-18T19:09:44Z," Dosen von Moderna eingeplant. Zudem wird wohl in der zweiten Aprilhälfte der Lieferbeginn des inzwischen ebenfalls zugelassenen Präparats von <em>Johnson</em> & <em>Johnson</em> erwartet.
Beim Impfen gibt es einen Wettlauf",Bundesgesundheitsminister Jens Spahn gibt den Impfstoff von AstraZeneca wieder frei. Impfdosen sollen wegen des Thromboserisikos einen Warnhinweis bekommen.,Bund und Länder wollen Impfungen mit AstraZeneca wieder aufnehmen,http://www.zeit.de/wissen/gesundheit/2021-03/ema-astrazeneca-bund-laender-impfungen-wieder-aufnehmen
67,Der schöne Schein des Impferfolgs,2021-03-18T04:28:38Z," nicht. Die Konkurrenten <em>Johnson</em> & <em>Johnson</em> und Merck schlossen den Deal, gemeinsam einen Impfstoff zu produzieren.
Nicht aufzugeben, die Stärke des Einzelnen und der Gemeinschaft zu betonen, optimistisch","Impfungen im Supermarkt und bald öffnet Disneyland wieder: Die Aufbruchstimmung in den USA ist berechtigt. Doch sie täuscht darüber hinweg, dass das System kaputt ist.",Der schöne Schein des Impferfolgs,http://www.zeit.de/politik/ausland/2021-03/coronavirus-usa-impfungen-erfolg-joe-biden
68,Impfgipfel von Bund und Ländern auf Freitag verschoben,2021-03-16T10:45:04Z," zugelassenen Mittel von BioNTech/Pfizer, Moderna und <em>Johnson</em> & <em>Johnson</em> wie zugesagt kommen und Hausärzte frühestmöglich mitimpfen.
CSU-Chef Markus Söder glaubt nach eigenen Worten nicht, dass die AstraZeneca","Wie geht es weiter mit AstraZeneca, wann impfen Hausärzte? Bund und Länder vertagen diese wichtigen Fragen. Man warte auf das Urteil der Europäischen Arzneimittelbehörde.",Impfgipfel von Bund und Ländern auf Freitag verschoben,http://www.zeit.de/politik/deutschland/2021-03/impfgipfel-astrazeneca-corona-impfungen-impfstoff-stopp-ema
69,EU-Politiker droht mit Exportstopp für AstraZeneca wegen Lieferverzug,2021-03-14T04:20:31Z,", sagte Ministerpräsidentin Manuela Schwesig (SPD).
In der EU zugelassen sind bisher vier Impfstoffe: das Mittel von BioNTech/Pfizer, das von Moderna, von AstraZeneca und von <em>Johnson</em> & <em>Johnson</em>. Von Anfang",Zum zweiten Mal hat der Pharmakonzern die EU-Staaten versetzt. Versprochene Impfstoff-Lieferungen werden sich verzögern. Politiker sind empört und fordern Konsequenzen.,EU-Politiker droht mit Exportstopp für AstraZeneca wegen Lieferverzug,http://www.zeit.de/wissen/gesundheit/2021-03/astrazeneca-coronavirus-impfstoff-eu-exportstopp
