,title,release_date,snippet,teaser_text,teaser_title,href
45,"""Man muss die Neuinfektionen wirklich herunterdrücken""",2020-12-07T06:02:39Z," gerechte Verteilung gibt, scheint mir größer als bei vergangenen Pandemien.
ZEIT ONLINE: Wir sprechen viel über die Impfstoffe von <em>AstraZeneca</em>, Moderna und Pfizer, und kaum über die, die in anderen Teilen","In Asien scheint das Virus besiegt, in der EU sieht es düster aus. Wie konnte das passieren? Der Infektiologe Jeremy Farrar über falsche Strategien und Wege aus der Krise","""Man muss die Neuinfektionen wirklich herunterdrücken""",http://www.zeit.de/wissen/gesundheit/2020-12/jeremy-farrar-corona-impfung-europa-vietnam-herausforderungen
46,"Kleines Land, große Impfkampagne",2020-12-19T15:53:50Z," Metropolregion Hamburg zusammen. Bestellt hat Israel insgesamt 24 Millionen Impfdosen, bei den Anbietern BioNTech-Pfizer, Moderna und <em>AstraZeneca</em> – genug für zwölf Millionen Immunisierungen. Bei der Zulassung hält",Israel beginnt mit der Impfung gegen das Coronavirus und will dabei schneller sein als alle anderen. Viele Bürger sind gegenüber dem Impfen aber noch zurückhaltend.,"Kleines Land, große Impfkampagne",http://www.zeit.de/gesellschaft/zeitgeschehen/2020-12/corona-impfung-israel-verteilung-strategie-impfgegner
47,Impfungen in der EU starten am 27. Dezember,2020-12-17T13:57:56Z,"-Impfstoff sei in Testphase III. Die Kommission hat für die EU-Staaten bereits sechs Impfstoffe vertraglich gesichert. Neben dem Vakzin von BioNTech/Pfizer sind das Mittel von <em>AstraZeneca</em>, Sanofi-GSK, Janssen","""Das ist Europas Moment"": Nach der geplanten Zulassung des BioNTech-Impfstoffs sollen die Impfungen in der EU Ende Dezember beginnen. Das teilte die EU-Kommission mit.",Impfungen in der EU starten am 27. Dezember,http://www.zeit.de/gesellschaft/2020-12/corona-pandemie-impfung-europa-beginn-27-dezember-deutschland
48,Deutschland stellt sich hinten an,2020-12-16T16:00:09Z,", dass sich Europa schnell festgelegt hatte. Ende August bestellte die EU-Kommission bei dem britisch-schwedischen Konzern <em>AstraZeneca</em> 300 Millionen Impfdosen plus einer Option für weitere 100 Millionen","Die USA, Großbritannien und Kanada haben große Mengen Impfstoffe bestellt. Die Bundesregierung hat dagegen beim Impfen ganz auf Europa gesetzt – und krachend verloren.",Deutschland stellt sich hinten an,http://www.zeit.de/2020/53/corona-impfungen-impfstoff-deutschland-europa-grossbritannien-usa
49,Fünf Antworten zur Impfung,2020-12-16T15:56:50Z," in der Achselhöhle. In der Studie mit dem Impfstoff von <em>AstraZeneca</em>, der Adenoviren nutzt, gab es zwei Fälle von Transverser Myelitis, einer Rückenmarksentzündung, die aber nicht durch die Impfung",Nach Weihnachten beginnt in Europa das Impfen gegen Covid-19. Wie sicher und wirkungsvoll ist das?,"Sicherheit, Nebenwirkungen, Schutz – fünf Antworten zur Impfung",http://www.zeit.de/2020/53/corona-impfung-studien-risiken-nebenwirkungen-impfstoffe
50,Wo bereits geimpft wird – und wo nicht,2020-12-14T17:31:56Z," ersten Massenimpfungen auf dem Kontinent im zweiten Quartal, eigentlich erst Mitte 2021. Der <em>AstraZeneca</em>-Impfstoff sei wegen der einfacheren Kühlung attraktiver für Afrika als der von BioNtech.
In Ägypten","Einige Länder haben mit den Impfungen gegen das Coronavirus begonnen, mit unterschiedlichen Impfstoffen. Anderswo werden sich die Menschen dagegen noch gedulden müssen.",Wo bereits geimpft wird – und wo nicht,http://www.zeit.de/politik/ausland/2020-12/corona-pandemie-impfungen-impfstoff-laender-weltweit-ueberblick
51,So bedeutend wie die Mondlandung,2020-12-21T14:56:52Z," liefern gute Ergebnisse (auch wenn sie manchmal etwas chaotisch kommuniziert wurden): der günstige und leicht zu produzierende von <em>AstraZeneca</em> und der Uni Oxford etwa (The Lancet: Voysey et al., 2020).
Aber","Europa wird den ersten Corona-Impfstoff zulassen. Er scheint auch Ältere zu schützen und könnte lange immun machen. Nehmen wir uns die Zeit, diese Leistung zu feiern.",So bedeutend wie die Mondlandung,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfung-erste-zulassung-biontech-pfizer-impfstoff
52,Ema sieht Verzögerung der zweiten Impfdosis skeptisch,2021-01-01T15:34:02Z," genießt international hohes Ansehen.
In Großbritannien hingegen, wo neben dem mRNA-Impfstoff von BioNTech bereits ein Vektorimpfstoff der Firma <em>AstraZeneca</em> in Kooperation mit der Universität Oxford","Einige Virologen erwägen, zunächst viele Menschen zu impfen und die zweite Dosis hinauszuzögern. Die europäische Arzneimittelzulassungsbehörde zeigt sich zurückhaltend.",Ema sieht Verzögerung der zweiten Impfdosis skeptisch,http://www.zeit.de/wissen/2021-01/corona-impfung-biontech-arzneimittelbehoerde-ema-verzoegerung-zweite-dosis-zulassung
53,"""Die erleben gerade Furchtbares""",2020-12-30T16:34:19Z,Zwischen all den schlechten Nachrichten gab es kurz vor Jahresende doch eine gute. An diesem Mittwoch genehmigte das britische Gesundheitsamt den in Großbritannien von <em>AstraZeneca</em> und der Oxford,"In Großbritannien wird massenhaft geimpft, aber die Corona-Fälle steigen weiter rasant. Das Gesundheitssystem kollabiert, Intensivstationen suchen freiwillige Helfer.","""Die erleben gerade Furchtbares""",http://www.zeit.de/politik/ausland/2020-12/coronavirus-grossbritannien-impfungen-infektionszahlen-gesundheitssystem-nhs
54,"""Impfen ist der Schlüssel raus aus dieser Pandemie""",2020-12-30T10:39:15Z," Impfstoffe weiterer Unternehmen wie Johnson & Johnson, <em>AstraZeneca</em> und Curevac zugelassen würden. Er rechnet damit, dass in der kommenden Woche ein weiterer Impfstoff zugelassen werde, der von Moderna.
Am","Der Bundesgesundheitsminister setzt große Hoffnungen in die Impfkampagne. 60.000 Menschen seien bereits geimpft, eine Rückkehr zur Normalität aber noch weit entfernt.","""Impfen ist der Schlüssel raus aus dieser Pandemie""",http://www.zeit.de/wissen/gesundheit/2020-12/jens-spahn-rki-pressekonferenz-corona-impfstart-lockdown
55,Briten genehmigen zweiten Corona-Impfstoff,2020-12-30T09:32:02Z,In Großbritannien wird der Weg frei für einen zweiten Impfstoff gegen das Coronavirus. Die Kontrollbehörde für Medikamente und Gesundheitsprodukte ließ das Mittel des Herstellers <em>AstraZeneca</em> und der,Nach dem Mittel von BioNTech darf nun auch das von AstraZeneca und der Universität Oxford auf den britischen Markt. Es ist vergleichsweise günstig und leichter zu kühlen.,Briten genehmigen zweiten Corona-Impfstoff,http://www.zeit.de/politik/ausland/2020-12/grossbritannien-corona-impfstoff-zulassung-astrazeneca-oxford-universitaet
56,So viele Menschen wurden bisher gegen Covid-19 geimpft,2020-12-28T14:01:36Z,". Dezember nun auch eine von <em>AstraZeneca</em> und der Universität Oxford entwickelte Vakzine freigegeben, Indien folgte mit diesem Impfstoff Anfang Januar, dort ist auch ein im eigenen Land entwickeltes Serum","In Deutschland wird der erste Corona-Impfstoff verabreicht. Wir zeigen auf einer Karte, wie die Impfungen vorankommen und vergleichen dies international.",So viele Menschen wurden bisher gegen Covid-19 geimpft,http://www.zeit.de/wissen/gesundheit/2020-12/corona-impfungen-deutschland-impfquoten-bundeslaender-landkreise-karte
57,Die Entdeckung der Langsamkeit,2021-01-06T16:02:20Z," osteuropäische Länder stark auf einen niedrigen Preis gedrungen haben: Der BioNTech-Impfstoff kostet die EU 15,50 Euro pro Dosis, der britisch-schwedische Hersteller <em>AstraZeneca</em> berechnet für seine Vakzine nur","Kaum wird geimpft, ist das Geschrei groß: schlecht verhandelt, zu wenig Impfstoff, zu langsam verteilt. Wie berechtigt die Kritik wirklich ist und was nun Hoffnung macht",Was beim Start der Impfkampagne schiefging,http://www.zeit.de/2021/02/corona-impfstart-impfkamagne-impfstoff-logistik-gesundheitspolitik
58,Mit Impfungen zurück zur Normalität,2021-01-06T13:59:58Z," auf mögliche Infektionen nach der Impfung untersucht wird. Moderna und <em>AstraZeneca</em> haben dies bereits untersucht. Moderna hat die Daten dazu allerdings noch nicht veröffentlicht, nur angekündigt (NEJM","Impfstoffe sollen die Pandemie beenden, nur wann? Wie gut schützen die Vakzinen und braucht es zwingend zwei Dosen? Sechs Antworten zu Impfschutz und Herdenimmunität",Mit Impfungen zurück zur Normalität,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-pandemie-impfstoff-ansteckung-schutz-faq
59,Moderna-Impfstoff erhält EU-Zulassung,2021-01-06T12:22:28Z," nächstes könnte das Vakzin von <em>AstraZeneca</em> an der Reihe sein, das in Großbritannien bereits mit einer Notfallzulassung genutzt wird. Davon hat die EU-Kommission bis zu 400 Millionen Dosen bestellt. Von",In der Europäischen Union kann ein zweiter Impfstoff verabreicht werden. Die EU-Kommission genehmigte das Moderna-Präparat. Deutschland erhält 50 Millionen Dosen.,Moderna-Impfstoff erhält EU-Zulassung,http://www.zeit.de/wissen/gesundheit/2021-01/moderna-corona-impfstoff-ema-eu-behoerde
60,Kritik an Impfstoffbeschaffung entzweit CDU und SPD,2021-01-03T17:55:08Z," europäischen Zulassungsbehörde Ema über den Impfstoff der Firma Moderna erwartet. Drosten drang darauf, dass die Ema auch rasch den Weg für den Impfstoff der Firma <em>AstraZeneca</em> freimachen soll, der",SPD-Politikerinnen kritisieren indirekt Gesundheitsminister Jens Spahn für das Management der Impfstoffbeschaffung. Die Union wehrt sich.,Kritik an Impfstoffbeschaffung entzweit CDU und SPD,http://www.zeit.de/politik/deutschland/2021-01/impfstoff-beschaffung-bundesregierung-jens-spahn-kritik
61,"Christian Drosten erwartet ""sehr komplizierte"" erste Jahreshälfte",2021-01-03T10:22:39Z," in Großbritannien der Impfstoff von <em>AstraZeneca</em> bereits zugelassen sei. ""Da sollte man in der EU ganz schnell hinterherkommen, denn dieser Impfstoff kann auch in normalen Arztpraxen geimpft werden. Bei diesem",Der Charité-Virologe will sich an Kritik zur Impfstoffbeschaffung nicht beteiligen. Dringend empfiehlt er die schnelle Zulassung des AstraZeneca-Impfstoffs in der EU.,"Christian Drosten erwartet ""sehr komplizierte"" erste Jahreshälfte",http://www.zeit.de/wissen/gesundheit/2021-01/corona-pandemie-christian-drosten-prognose-impfung
62,So läuft die Impfkampagne in anderen Ländern,2021-01-15T09:58:53Z,". ""Die Regierung hat es verschlafen. <em>AstraZeneca</em> bietet eine Impfeinheit für 2,5 bis 4 US-Dollar an, bei Covax zahlt die Regierung nun 13 Dollar"", sagt Professor Shabir Madhi. Der Impfexperte leitet zwei","Impfstoffe entscheiden über den weiteren Verlauf der Epidemie. Wie gehen andere Staaten dabei vor? Unsere Autoren berichten über China, Indien, Brasilien und Südafrika.",So läuft die Impfkampagne in anderen Ländern,http://www.zeit.de/gesellschaft/zeitgeschehen/2021-01/corona-impfstrategien-china-brasilien-indien-suedafrika
63,Eine Dosis Schuld,2021-01-13T15:55:30Z," <em>AstraZeneca</em> den vier Ministern 400 Millionen Dosen in Aussicht. Dennoch verkündet die Impfallianz in dem Brief faktisch ihre Selbstauflösung: Statt einzelner Staaten solle die EU-Kommission die ""Führung"" bei",Haben Bundesregierung und EU zu wenig Impfstoff bestellt? Womöglich waren sie zu geizig. Ein Lehrstück über politische Entscheidungen in der Pandemie.,Eine Dosis Schuld,http://www.zeit.de/2021/03/corona-impfstoff-eu-bundesregierung-bestellung-logistik
64,Das wird Spritze!,2021-01-13T15:53:36Z," dem <em>AstraZeneca</em>-Stoff Geimpfter wohnen. Und da oben, im dritten Stock, lebt angeblich einer, der das chinesische Sinovac bekommen hat.
So verwandeln sich die meisten von uns in wachsame Impflinge, also","Im Fernsehen sieht man sie nun ständig: Oberarme, in die eine Impfnadel dringt. Durch sie fließt die Zukunft. Schon jetzt ist die Impfspritze das Symbol des Jahres 2021.",Das wird Spritze!,http://www.zeit.de/2021/03/impfungen-coronavirus-nadeln-medien-impfsstrategie
65,Eine Impfpflicht für Pflegekräfte?,2021-01-12T15:57:16Z," deutsche Berufsverband für Pflegeberufe ist dagegen.
Unterdessen hat auch der schwedisch-britische Pharmakonzern <em>AstraZeneca</em> bei der EU die Zulassung seines Corona-Impfstoffs beantragt. Er könnte nach",Markus Söder schlägt eine Debatte über eine Impfpflicht für einzelne Berufsgruppen vor. Außerdem im Update: AstraZeneca beantragt die EU-Zulassung seines Impfstoffs.,Eine Impfpflicht für Pflegekräfte?,http://www.zeit.de/politik/2021-01/impfpflicht-markus-soeder-astrazeneca-nachrichtenpodcast
66,Krankenwagen warten bis zu neun Stunden vor der Notaufnahme,2021-01-11T14:23:30Z," weiter in der Schule und bringen das Virus nach Hause. Mehr noch: Seit die Regierung die drei Impfstoffe von BioNTech-Pfizer, Oxford-<em>AstraZeneca</em> und Moderna genehmigt hat, fühlen sich viele plötzlich","In Großbritannien breitet sich die neue Variante des Coronavirus unkontrolliert aus. Die Regierung fleht die Bevölkerung an, sich endlich an die Maßnahmen zu halten.",Krankenwagen warten bis zu neun Stunden vor der Notaufnahme,http://www.zeit.de/politik/ausland/2021-01/corona-krise-grossbritannien-notsituation-intensivbetten-virusvariante-lockdown-impfung
67,So viele Menschen wurden bisher gegen Covid-19 geimpft,2021-01-11T13:26:07Z," Bundesländer haben bisher rund 8,75 Millionen Dosen des BioNTech-Impfstoffs geliefert bekommen. Dazu kamen bisher rund 3,06 Millionen Einheiten des Herstellers <em>AstraZeneca</em> und 679.000 Dosen des Herstellers","In Deutschland wird der erste Corona-Impfstoff verabreicht. Wir zeigen auf einer Karte, wie die Impfungen vorankommen, und vergleichen dies international.",So viele Menschen wurden bisher gegen Covid-19 geimpft,http://www.zeit.de/wissen/gesundheit/2021-01/corona-impfung-deutschland-anzahl-impfquote-aktuelle-zahlen-karte
68,"Nur mal kurz die Impfung schieben, halbieren, mischen?",2021-01-11T06:42:56Z," zugelassenen Firma, in der EU etwa von Moderna und in Großbritannien von <em>AstraZeneca</em>.
Auch Sander und Watzl lehnen diesen Vorschlag momentan ab. Dafür gäbe es nun wirklich keinerlei Daten, auf die man sich","Die Briten wollen die zweite Impfdosis verzögern, um schneller voranzukommen. Hierzulande soll das nicht kommen. Nur: Wie sinnvoll ist das? Die Impfstrategien im Check","Nur mal kurz die Impfung schieben, halbieren, mischen?",http://www.zeit.de/wissen/gesundheit/2021-01/impfstrategie-coronavirus-grossbritannien-dosierung-verzoegern-deutschland
69,Sie machen einfach mal,2021-01-23T07:28:19Z," CureVac setzte, deren Impfstoff immer noch in der Testphase ist.
Laut israelischen Medienberichten hat Israel insgesamt um die 20 Millionen Dosen bei BioNTech/Pfizer, Moderna und <em>AstraZeneca</em> bestellt. Zu","Hier sind sogar schon die Studenten dran: Israel kann auch deshalb so schnell impfen, weil es weniger perfektionistisch ist als Deutschland.",Sie machen einfach mal,http://www.zeit.de/politik/ausland/2021-01/israel-coronavirus-impfung-infektionszahl-pandemie
70,AstraZeneca kürzt Impfstofflieferungen in die EU drastisch,2021-01-22T23:50:27Z,Der britische Pharmakonzern <em>AstraZeneca</em> kürzt die Lieferungen seines Impfstoffs gegen das Coronavirus an die Europäische Union nach Angaben aus EU-Kreisen drastisch. Sollte <em>AstraZeneca</em> die EU,Nach Lieferengpässen bei BioNTech gibt es auch mit dem britischen Hersteller AstraZeneca Probleme. Laut einem Insider verspricht er nur noch 31 statt 80 Millionen Dosen.,AstraZeneca kürzt Impfstofflieferungen in die EU drastisch,http://www.zeit.de/politik/ausland/2021-01/corona-impfung-impfstoff-lieferung-eu-kritik
71,Wie lange ruckelt das noch?,2021-01-22T14:42:30Z," Menschen eine erste Dosis erhalten. Dort kommt die Vakzine von <em>AstraZeneca</em> – im Gegensatz zu BioNTech und Moderna ein Vektorimpfstoff – schon zum Einsatz, in der EU soll sie noch im Januar zugelassen werden","BioNTech/Pfizer liefert weniger Impfstoff als vereinbart. Der Mangel sorgt für weitere Verzögerungen, Italien will klagen. Hat die Pharmaindustrie zu viel versprochen?",Wie lange ruckelt das noch?,http://www.zeit.de/politik/deutschland/2021-01/corona-impfung-engpass-biontech-pfizer-impfstoffmangel-pharmaindustrie
72,EU-Staaten wollen nicht notwendige Reisen einschränken,2021-01-21T23:38:15Z," Gipfel, er erwarte nun die Zulassung des Impfstoffes des schwedisch-britischen Herstellers <em>AstraZeneca</em> ""spätestens nächste Woche"". Michel betonte, alle Staats- und Regierungschefs wollten eine","Wer nicht reisen muss, soll zu Hause bleiben. So wollen die Länder der EU die neuen Virusmutationen in Schach halten. Die Grenzen sollen aber weiter offen bleiben.",EU-Staaten wollen nicht notwendige Reisen einschränken,http://www.zeit.de/politik/ausland/2021-01/eu-gipfel-bruessel-reisen-coronavirus
73,"""Die Corona-Impfung verändert Ihr Erbgut nicht""",2021-01-21T12:56:00Z," verändert, dass Impfstoffe weniger gut wirken?
Sander: Das sollte hoffentlich recht unproblematisch sein. Gerade die mRNA- und mit etwas Einschränkung auch die Vektorimpfstoffe, zu denen der von <em>AstraZeneca</em>","Niemand muss fürchten, dass Impfstoffe ihm schaden, sagt der Infektiologe Leif Erik Sander. Er spricht über berechtigte Sorgen, Mutanten und unsere Zukunft mit dem Virus.","""Die Corona-Impfung verändert Ihr Erbgut nicht""",http://www.zeit.de/wissen/gesundheit/2021-01/leif-erik-sander-coronavirus-impfung-infektiologe-mutationen-mrna-herdenimmunitaet
74,Spitzenpolitiker warnen vor Grenzschließungen in Europa,2021-01-21T09:20:05Z," Zulassung von neuen Impfstoffen in Kürze. Ende nächster Woche könnte der Hersteller <em>AstraZeneca</em> die EU-Zulassung bekommen, in den Wochen danach womöglich die Mittel von Johnson & Johnson und CureVac. Zudem",Vor dem Gipfel der europäischen Regierungschefs am Abend warnen Politiker aller Parteien vor erneuten Grenzschließungen. Alle EU-Länder müssten nun synchron handeln.,Spitzenpolitiker warnen vor Grenzschließungen in Europa,http://www.zeit.de/politik/ausland/2021-01/eu-corona-gipfel-impfung-pandemie-impfpass-grenzschliessungen-grenzkontrollen
75,Renzis Ruin,2021-01-19T05:05:25Z," mehr als 3,8 Millionen, mehr als 400.000 Personen haben sogar schon ihre zweite Dosis des Impfstoffs von BioNTech/Pfizer oder Oxford/<em>AstraZeneca</em> erhalten. Bis Mitte Februar sollen alle Menschen über 70","Die Koalition ist geplatzt, Italien steht in der Corona-Krise ohne Regierung da – wie geht es weiter? Und: Warum impft Großbritannien so viel schneller als Deutschland?",Renzis Ruin,http://www.zeit.de/politik/2021-01/regierungskrise-italien-giuseppe-conte-corona-impfung-grossbritannien-nachrichtenpodcast
76,Bald könnte auch nachts geimpft werden,2021-01-18T10:56:57Z," vorgegeben hatte. Mehr als 3,5 Millionen Menschen sind bereits mit dem Impfstoff von BioNTech/Pfizer oder Oxford/<em>AstraZeneca</em> geimpft worden. Mehr als 400.000 Personen haben auch ihre zweite Dosis bereits",Bis Mitte Februar sollen in Großbritannien alle Menschen über 70 geimpft sein. Die Regierung lässt im Eiltempo immunisieren. Impfstoff ist reichlich vorhanden.,Bald könnte auch nachts geimpft werden,http://www.zeit.de/politik/ausland/2021-01/corona-impfkampagne-impfung-grossbritannien-boris-johnson-rekordtempo
77,Jens Spahn erwartet fünf Millionen Impfdosen für Februar,2021-01-30T16:32:30Z,"Bundesgesundheitsminister Jens Spahn (CDU) rechnet im Februar mit weiteren fünf Millionen Impfdosen der drei Hersteller <em>AstraZeneca</em>, BioNTech und Moderna. Bis zum 22. Februar hätten die Firmen","Der Bundesgesundheitsminister kündigt Veränderungen der Impfreihenfolge an. Kinderärzte fordern, dass chronisch kranke Kinder und Jugendliche auch geimpft werden.",Jens Spahn erwartet fünf Millionen Impfdosen für Februar,http://www.zeit.de/politik/deutschland/2021-01/corona-impfungen-jens-spahn-impfstoff-impfdosen-lieferung
78,Nordirische Regierungschefin stellt Brexit-Abkommen infrage,2021-01-30T11:47:30Z," EU und dem britisch-schwedischen Pharmakonzern <em>AstraZeneca</em>, wie brüchig die Regelungen des Nordirland-Protokolls sind. So hatte die Kommission in Brüssel erwogen, für ihre neuen Exportkontrollen des","Der Streit um die Exportkontrollen habe es gezeigt, sagte Arlene Foster: Das Nordirland-Protokoll sei ""nicht umsetzbar"". Sie werde nun mit dem britischen Premier beraten.",Nordirische Regierungschefin stellt Brexit-Abkommen infrage,http://www.zeit.de/politik/ausland/2021-01/nordirland-brexit-regeln-regierungschefin-arlene-foster-boris-johnson
79,EU nimmt Nordirland von Exportkontrollen für Impfstoffe aus,2021-01-30T00:57:34Z,Der Streit um Impfstofflieferungen zwischen der EU und dem britisch-schwedischen Unternehmen <em>AstraZeneca</em> hat sich zu einer diplomatischen Krise zwischen London und Brüssel entwickelt. Erst am späten,Die EU will den Export von Vakzinen künftig kontrollieren. An der EU-Außengrenze zu Nordirland sorgt das für Empörung. Die EU lenkt nun ein und macht eine Ausnahme.,EU nimmt Nordirland von Exportkontrollen für Impfstoffe aus,http://www.zeit.de/politik/ausland/2021-01/impfstoff-verteilung-eu-bruessel-astrazeneca-grossbritannien-nordirland-grenze
80,Das bringt der neue Impfstoff von AstraZeneca,2021-01-29T17:53:33Z," Pharmakonzerns <em>AstraZeneca</em>. Die Behörde rät dazu, den Impfstoff Menschen ab 18 Jahren zu verabreichen. Eine Altersobergrenze gab sie nicht an. Die Ema stellte klar: Der Impfstoff sei sicher für alle Altersgruppen","Die EU bekommt den dritten Corona-Impfstoff. Unklar bleibt, wie stark er Ältere schützt. Deutschland will Menschen ab 65 Jahren deshalb noch nicht damit impfen. Warum?",Das bringt der neue Impfstoff von AstraZeneca,http://www.zeit.de/wissen/gesundheit/2021-01/corona-krise-impfstoff-astrazeneca-impfstrategie-ema-zulassung-eu
81,"Die Zulassung kommt, der Streit geht weiter",2021-01-29T15:54:05Z,Die Europäische Arzneimittelagentur (Ema) hat über die Zulassung des Impfstoffes des britisch-schwedischen Herstellers <em>AstraZeneca</em> beraten und ihn heute Nachmittag auch tatsächlich freigegeben. Jetzt,Der Stoff von AstraZeneca darf wohl bald in der EU geimpft werden. Im Podcast-Update sprechen wir über seine Vor- und Nachteile. Und: Die Leipziger Buchmesse fällt aus.,"Die Zulassung kommt, der Streit geht weiter",http://www.zeit.de/politik/2021-01/astra-zeneca-coronavirus-impfstoff-zulassung-nachrichtenpodcast
82,Impfstoff von AstraZeneca in der EU zugelassen,2021-01-29T15:16:06Z,Die EU-Kommission ist wie erwartet der Empfehlung der Europäischen Arzneimittelagentur (Ema) gefolgt und hat den Covid-19-Impfstoff des britisch-schwedischen Herstellers <em>AstraZeneca</em> zugelassen. Das,Nach den Impfstoffen von BioNTech und Moderna ist nun auch der von AstraZeneca in der EU zugelassen – ohne Altersgrenze. Die Kommission mahnt die komplette Lieferung an.,Impfstoff von AstraZeneca in der EU zugelassen,http://www.zeit.de/wissen/2021-01/ema-laesst-astrazeneca-impfstoff-in-der-eu-zu
83,EU macht Vereinbarung mit AstraZeneca teilweise öffentlich,2021-01-29T14:04:35Z,Die EU-Kommission hat Teile ihres Rahmenvertrags mit dem britisch-schwedischen Impfstoffhersteller <em>AstraZeneca</em> öffentlich gemacht. Die Behörde stellte das 41 Seiten lange Dokument auf ihrer Website,Auf der Website der EU-Kommission kann nun jeder den Rahmenvertrag mit dem Impfstoffhersteller einsehen. Die entscheidenden Stellen wurden jedoch geschwärzt – teilweise.,EU macht Vereinbarung mit AstraZeneca teilweise öffentlich,http://www.zeit.de/politik/ausland/2021-01/corona-impfstoff-astrazenca-eu-kommission-vertrag-veroeffentlichung
84,"""Es liegen noch einige harte Wochen der Impfstoff-Knappheit vor uns""",2021-01-29T09:56:02Z," Bundespressekonferenz. Das reiche noch nicht, sei aber erst mal ermutigend. Der Rückgang zeige, dass die Einschränkungen einen Unterschied machten.
Spahn appellierte zugleich an den Impfstoffhersteller <em>AstraZeneca</em>, die","Bundesgesundheitsminister Jens Spahn appelliert beim Thema Impfen an die Geduld der Bevölkerung. Positiv sei, dass die Fallzahlen zurückgingen.","""Es liegen noch einige harte Wochen der Impfstoff-Knappheit vor uns""",http://www.zeit.de/politik/deutschland/2021-01/coronavirus-jens-spahn-neuinfektionen-leichter-rueckgang-lockdown-gesundheitsminister-bundespressekonferenz
85,Impfstoff mit Altersbeschränkung?,2021-01-29T04:58:42Z,Nach den Corona-Impfstoffen von BioNTech/Pfizer und Moderna steht nun auch das Vakzin des Pharmakonzerns <em>AstraZeneca</em> kurz vor der Zulassung in der EU. Bereits vor der finalen Einschätzung durch die,"Noch gar nicht zugelassen, aber schon Lieferstress mit der EU – der Impfstoff von AstraZeneca. Was taugt er? Außerdem im Podcast: Verschwörungschats auf Telegram",Impfstoff mit Altersbeschränkung?,http://www.zeit.de/politik/2021-01/astra-zeneca-corona-impfung-unter-65-jaehrige-nachrichtenpodcast
86,Besser als gar kein Impfstoff,2021-01-29T04:27:31Z, Gesundheitsüberwachung hat am Mittwoch den Wirkstoffen von Sinovac und <em>AstraZeneca</em> jeweils eine Notfallzulassung erteilt. Von CoronaVac sind bereits einige Millionen Dosen im Land. Andere Staaten haben den Stoff schon mal,"Masken, Ärzte, Impfstoffe: Chinas erfolgreiche Gesundheitsdiplomatie in Schwellen- und Entwicklungsländern bringt geopolitischen Einfluss. Doch es drohen Rückschläge.",Besser als gar kein Impfstoff,http://www.zeit.de/politik/ausland/2021-01/impfstoff-diplomatie-china-entwicklungslaender-coronavirus-geopolitischer-einfluss
87,Bund und Länder wollen mit Impfgipfel Vertrauen gewinnen,2021-01-28T18:55:32Z," Arzneimittelhersteller. Dazu sei die Impfstoffherstellung zu anspruchsvoll.
Probleme gibt es bei der Impfkampagne auch mit dem dritten Vakzin, dem Präparat des britisch-schwedischen Herstellers <em>AstraZeneca</em>, das an diesem","Erhöhte Produktion, gelockerte Lizenzen: Bund und Länder beraten am Montag über Strategien bei der Impfkampagne. Gleichzeitig warnt Jens Spahn vor zu hohen Erwartungen.",Bund und Länder wollen mit Impfgipfel Vertrauen gewinnen,http://www.zeit.de/politik/deutschland/2021-01/impfgipfel-bund-laender-corona-krise-jens-spahn-massenimpfung
88,Warum Europa besser verbieten kann als impfen,2021-01-28T17:10:01Z," in Großbritannien entwickelten Impfstoff von <em>AstraZeneca</em> die negativen Folgen des Nationalismus. Im Mai 2020 schrieb die britische Regierung in den Vertrag mit <em>AstraZeneca</em> hinein, dass in Großbritannien hergestellter",Ausgerechnet Chaoten wie Donald Trump und Boris Johnson hängen die EU beim Impfen ab. Hätte uns also ein bisschen mehr Nationalismus gutgetan? Auf keinen Fall!,Warum Europa besser verbieten kann als impfen,http://www.zeit.de/politik/2021-01/corona-impfung-eu-impfstoff-verteilung-vertraege-grossbritannien-nationalismus
89,AstraZeneca-Impfstoff zunächst wohl nur für unter 65-Jährige,2021-01-28T16:49:44Z,Kurz vor der erwarteten Zulassung des Corona-Impfstoffs von <em>AstraZeneca</em> innerhalb der EU wurde ein Empfehlungsentwurf der Ständigen Impfkommission (Stiko) am Robert Koch-Institut (RKI) bekannt,"Die EU könnte das Vakzin in Kürze genehmigen, doch laut Ständiger Impfkommission lässt sich die Wirksamkeit bei Älteren derzeit nicht bewerten. AstraZeneca widerspricht.",AstraZeneca-Impfstoff zunächst wohl nur für unter 65-Jährige,http://www.zeit.de/wissen/2021-01/staendige-impfkommission-astra-zeneca-impstoff-empfehlung-unter-65-jaehrige
90,Für Walter Lübckes Familie nur schwer nachvollziehbar,2021-01-28T16:13:08Z," Podcast: Jens Spahn hat nun doch einen Impfgipfel angekündigt. Außerdem gibt es eine Empfehlung der Ständigen Impfkommission zum Impfstoff von <em>AstraZeneca</em>.
Und: Der deutsche Segler Boris Herrmann hat das",Das Urteil gegen Stephan Ernst ist gefallen: lebenslang. Der Mitangeklagte erhält nur eine Bewährungsstrafe. Walter Lübckes Angehörige wünschten sich ein anderes Ende.,Für Walter Lübckes Familie nur schwer nachvollziehbar,http://www.zeit.de/politik/2021-01/luebcke-prozess-urteil-hoechststrafe-nachrichtenpodcast
